年份,類別,分類,縣市,名字,政黨名稱,性別,參選年齡,現任,當選註記,得票數,得票率,投票數,選舉人數,當選人數合計
2002,非直轄市,區域,臺北縣,胡光華,無,2,45,N,NA,3141,2.1,151607,374439,9
2002,非直轄市,區域,臺北縣,趙燕昭,中國國民黨,1,46,N,NA,5862,3.92,151607,374439,9
2002,非直轄市,區域,臺北縣,張宏銘,無,1,42,N,NA,5697,3.81,151607,374439,9
2002,非直轄市,區域,臺北縣,簡意鴻,臺灣慧行志工黨,2,49,N,NA,1347,0.9,151607,374439,9
2002,非直轄市,區域,臺北縣,張奇薇,新黨,2,30,N,NA,2858,1.91,151607,374439,9
2002,非直轄市,區域,臺北縣,鄭文泉,民主進步黨,1,44,N,NA,7045,4.71,151607,374439,9
2002,非直轄市,區域,臺北縣,廖裕德,無,1,51,N,*,7239,4.84,151607,374439,9
2002,非直轄市,區域,臺北縣,李雪梅,中國國民黨,2,49,N,NA,4143,2.77,151607,374439,9
2002,非直轄市,區域,臺北縣,黃俊哲,無,1,24,N,*,12795,8.55,151607,374439,9
2002,非直轄市,區域,臺北縣,黃炳煌,民主進步黨,1,48,N,NA,6747,4.51,151607,374439,9
2002,非直轄市,區域,臺北縣,王溪鬪,民主進步黨,1,49,N,NA,5128,3.43,151607,374439,9
2002,非直轄市,區域,臺北縣,黃瑞璨,無,1,49,Y,*,7730,5.17,151607,374439,9
2002,非直轄市,區域,臺北縣,吳金宗,親民黨,1,27,Y,NA,3004,2.01,151607,374439,9
2002,非直轄市,區域,臺北縣,朱欽榮,無,1,51,N,NA,118,0.08,151607,374439,9
2002,非直轄市,區域,臺北縣,蔡濬宇,無,2,53,N,NA,2089,1.4,151607,374439,9
2002,非直轄市,區域,臺北縣,李淑華,親民黨,2,34,N,*,7419,4.96,151607,374439,9
2002,非直轄市,區域,臺北縣,王淑惠,中國國民黨,2,49,Y,*,9243,6.18,151607,374439,9
2002,非直轄市,區域,臺北縣,王景源,中國國民黨,1,44,Y,*,11814,7.9,151607,374439,9
2002,非直轄市,區域,臺北縣,徐秀廷,無,1,54,Y,NA,6174,4.13,151607,374439,9
2002,非直轄市,區域,臺北縣,曾文振,無,1,50,Y,*,12801,8.56,151607,374439,9
2002,非直轄市,區域,臺北縣,郭阿美,臺灣慧行志工黨,2,52,N,NA,324,0.22,151607,374439,9
2002,非直轄市,區域,臺北縣,周勝考,中國國民黨,1,46,Y,*,11328,7.57,151607,374439,9
2002,非直轄市,區域,臺北縣,蕭貫譽,台灣團結聯盟,1,46,N,*,8831,5.9,151607,374439,9
2002,非直轄市,區域,臺北縣,麥安懷,親民黨,1,44,N,NA,6752,4.51,151607,374439,9
2002,非直轄市,區域,臺北縣,楊桂萍,中國國民黨,1,51,N,NA,6417,5.55,116953,293533,7
2002,非直轄市,區域,臺北縣,簡文劉,中國國民黨,1,53,Y,*,10270,8.88,116953,293533,7
2002,非直轄市,區域,臺北縣,林秀惠,民主進步黨,2,47,N,*,9454,8.18,116953,293533,7
2002,非直轄市,區域,臺北縣,游文煌,新黨,1,38,Y,NA,5849,5.06,116953,293533,7
2002,非直轄市,區域,臺北縣,易湘華,無,2,44,N,NA,722,0.62,116953,293533,7
2002,非直轄市,區域,臺北縣,游光照,無,1,38,N,NA,3565,3.08,116953,293533,7
2002,非直轄市,區域,臺北縣,黃政瑞,台灣團結聯盟,1,53,N,NA,4626,4,116953,293533,7
2002,非直轄市,區域,臺北縣,徐秉賢,無,1,43,N,NA,2175,1.88,116953,293533,7
2002,非直轄市,區域,臺北縣,呂宏昌,親民黨,1,49,N,NA,3523,3.05,116953,293533,7
2002,非直轄市,區域,臺北縣,游輝廷,中國國民黨,1,49,Y,*,14550,12.59,116953,293533,7
2002,非直轄市,區域,臺北縣,呂萬煜,親民黨,1,44,N,NA,6959,6.02,116953,293533,7
2002,非直轄市,區域,臺北縣,朱佩瑛,親民黨,2,44,Y,*,12530,10.84,116953,293533,7
2002,非直轄市,區域,臺北縣,張瑞山,民主進步黨,1,47,N,*,8862,7.67,116953,293533,7
2002,非直轄市,區域,臺北縣,邱垂益,中國國民黨,1,52,Y,*,12545,10.85,116953,293533,7
2002,非直轄市,區域,臺北縣,陳錦錠,中國國民黨,2,48,Y,*,13554,11.72,116953,293533,7
2002,非直轄市,區域,臺北縣,林雪琴,無,2,45,Y,NA,3919,6.37,62264,163865,4
2002,非直轄市,區域,臺北縣,劉逢雄,無,1,61,N,NA,5357,8.71,62264,163865,4
2002,非直轄市,區域,臺北縣,金介壽,親民黨,1,51,Y,*,8261,13.43,62264,163865,4
2002,非直轄市,區域,臺北縣,汪小龍,新黨,1,45,N,NA,4095,6.66,62264,163865,4
2002,非直轄市,區域,臺北縣,石筑翎,親民黨,2,60,N,NA,2955,4.8,62264,163865,4
2002,非直轄市,區域,臺北縣,吳劉貴櫻,無,2,55,N,NA,736,1.2,62264,163865,4
2002,非直轄市,區域,臺北縣,呂世喜,民主進步黨,1,34,N,*,7409,12.05,62264,163865,4
2002,非直轄市,區域,臺北縣,張繼遠,親民黨,1,58,N,NA,6721,10.93,62264,163865,4
2002,非直轄市,區域,臺北縣,連斐璠,中國國民黨,2,43,N,*,5475,8.9,62264,163865,4
2002,非直轄市,區域,臺北縣,陳鴻源,中國國民黨,1,35,Y,*,14519,23.6,62264,163865,4
2002,非直轄市,區域,臺北縣,江煌崑,台灣團結聯盟,1,52,N,NA,2064,3.36,62264,163865,4
2002,非直轄市,區域,臺北縣,林阿坤,民主進步黨,1,69,Y,*,9844,6.17,161886,362724,9
2002,非直轄市,區域,臺北縣,歐金獅,無,1,50,N,NA,7979,5,161886,362724,9
2002,非直轄市,區域,臺北縣,余有澄,中國國民黨,1,49,N,*,8905,5.58,161886,362724,9
2002,非直轄市,區域,臺北縣,陳文錄,無,1,53,N,*,9756,6.12,161886,362724,9
2002,非直轄市,區域,臺北縣,王明麗,中國國民黨,2,50,Y,*,12522,7.85,161886,362724,9
2002,非直轄市,區域,臺北縣,黃永昌,無,1,40,N,NA,6847,4.29,161886,362724,9
2002,非直轄市,區域,臺北縣,蔡黃隆,親民黨,1,41,N,*,10688,6.7,161886,362724,9
2002,非直轄市,區域,臺北縣,楊寶猜,台灣團結聯盟,2,41,N,*,8284,5.19,161886,362724,9
2002,非直轄市,區域,臺北縣,朱子孟,中國國民黨,1,40,Y,*,11700,7.34,161886,362724,9
2002,非直轄市,區域,臺北縣,連鄭美素,無,2,46,N,NA,4766,2.99,161886,362724,9
2002,非直轄市,區域,臺北縣,羅榮貴,無,1,43,N,NA,2497,1.57,161886,362724,9
2002,非直轄市,區域,臺北縣,陳誠鈞,無,1,47,N,NA,117,0.07,161886,362724,9
2002,非直轄市,區域,臺北縣,許文龍,民主進步黨,1,42,N,NA,5792,3.63,161886,362724,9
2002,非直轄市,區域,臺北縣,高敏慧,民主進步黨,2,36,Y,*,10397,6.52,161886,362724,9
2002,非直轄市,區域,臺北縣,黃富春,無,1,48,N,NA,7132,4.47,161886,362724,9
2002,非直轄市,區域,臺北縣,高寶華,親民黨,1,41,N,NA,4744,2.97,161886,362724,9
2002,非直轄市,區域,臺北縣,高文振,無,1,48,N,NA,4175,2.62,161886,362724,9
2002,非直轄市,區域,臺北縣,王學慧,臺灣慧行志工黨,2,45,N,NA,393,0.25,161886,362724,9
2002,非直轄市,區域,臺北縣,許元和,中國國民黨,1,52,N,NA,7141,4.48,161886,362724,9
2002,非直轄市,區域,臺北縣,楊木萬,無,1,47,N,NA,3209,2.01,161886,362724,9
2002,非直轄市,區域,臺北縣,陳世榮,民主進步黨,1,45,Y,*,14306,8.97,161886,362724,9
2002,非直轄市,區域,臺北縣,陳茂樁,臺灣慧行志工黨,1,46,N,NA,1124,0.7,161886,362724,9
2002,非直轄市,區域,臺北縣,彭成龍,無,1,46,N,NA,7183,4.5,161886,362724,9
2002,非直轄市,區域,臺北縣,許銀榮,無,1,44,N,NA,512,0.31,169188,382161,10
2002,非直轄市,區域,臺北縣,林金蓮,中國國民黨,2,50,N,NA,6928,4.16,169188,382161,10
2002,非直轄市,區域,臺北縣,王興國,無,1,44,N,NA,4345,2.61,169188,382161,10
2002,非直轄市,區域,臺北縣,蕭正用,無,1,51,N,NA,5447,3.27,169188,382161,10
2002,非直轄市,區域,臺北縣,何仰山,無,1,43,Y,*,10620,6.37,169188,382161,10
2002,非直轄市,區域,臺北縣,劉曉光,無,1,42,N,NA,979,0.59,169188,382161,10
2002,非直轄市,區域,臺北縣,陳幸進,中國國民黨,1,59,Y,*,15967,9.58,169188,382161,10
2002,非直轄市,區域,臺北縣,李小萍,親民黨,2,33,N,NA,7331,4.4,169188,382161,10
2002,非直轄市,區域,臺北縣,鄭金隆,民主進步黨,1,47,Y,*,11586,6.95,169188,382161,10
2002,非直轄市,區域,臺北縣,蔡明堂,中國國民黨,1,44,Y,*,13677,8.21,169188,382161,10
2002,非直轄市,區域,臺北縣,李學益,無,1,46,Y,NA,9986,5.99,169188,382161,10
2002,非直轄市,區域,臺北縣,林孝光,親民黨,1,54,Y,*,10205,6.12,169188,382161,10
2002,非直轄市,區域,臺北縣,林淑芬,民主進步黨,2,29,Y,*,20971,12.58,169188,382161,10
2002,非直轄市,區域,臺北縣,林國雄,民主進步黨,1,58,N,*,12897,7.74,169188,382161,10
2002,非直轄市,區域,臺北縣,黃桂蘭,中國國民黨,2,45,N,*,7342,4.41,169188,382161,10
2002,非直轄市,區域,臺北縣,康惟壤,台灣團結聯盟,1,45,N,NA,4460,2.68,169188,382161,10
2002,非直轄市,區域,臺北縣,陳信義,中國國民黨,1,65,Y,*,12718,7.63,169188,382161,10
2002,非直轄市,區域,臺北縣,李友親,民主進步黨,1,41,N,*,10669,6.4,169188,382161,10
2002,非直轄市,區域,臺北縣,吳世仁,中國國民黨,1,62,N,NA,3573,2.12,170560,372565,10
2002,非直轄市,區域,臺北縣,陳信宏,無,1,33,N,NA,3229,1.92,170560,372565,10
2002,非直轄市,區域,臺北縣,林義一,無,1,60,Y,*,8420,5.01,170560,372565,10
2002,非直轄市,區域,臺北縣,宋明宗,中國國民黨,1,35,N,NA,5691,3.38,170560,372565,10
2002,非直轄市,區域,臺北縣,林正智,無,1,40,N,NA,1545,0.92,170560,372565,10
2002,非直轄市,區域,臺北縣,楊育修,無,1,28,N,NA,1094,0.65,170560,372565,10
2002,非直轄市,區域,臺北縣,王黃湯雅,無,2,49,N,NA,4637,2.76,170560,372565,10
2002,非直轄市,區域,臺北縣,簡瑞珠,無,2,48,N,NA,2742,1.63,170560,372565,10
2002,非直轄市,區域,臺北縣,何淑峰,民主進步黨,2,35,N,*,7462,4.44,170560,372565,10
2002,非直轄市,區域,臺北縣,吳天麟,民主進步黨,1,48,N,*,7866,4.68,170560,372565,10
2002,非直轄市,區域,臺北縣,曹來旺,民主進步黨,1,44,Y,*,11567,6.88,170560,372565,10
2002,非直轄市,區域,臺北縣,徐陳麗華,中國國民黨,2,43,Y,*,7571,4.5,170560,372565,10
2002,非直轄市,區域,臺北縣,張當木,中國國民黨,1,42,N,*,11668,6.94,170560,372565,10
2002,非直轄市,區域,臺北縣,葉正森,親民黨,1,64,Y,NA,5940,3.53,170560,372565,10
2002,非直轄市,區域,臺北縣,陳明義,中國國民黨,1,35,N,NA,4505,2.68,170560,372565,10
2002,非直轄市,區域,臺北縣,程宇鵬,無,1,40,N,NA,307,0.18,170560,372565,10
2002,非直轄市,區域,臺北縣,林重信,中國國民黨,1,61,Y,NA,6022,3.58,170560,372565,10
2002,非直轄市,區域,臺北縣,許主峰,台灣團結聯盟,1,43,N,NA,4336,2.58,170560,372565,10
2002,非直轄市,區域,臺北縣,黃國祥,無,1,55,N,NA,2759,1.64,170560,372565,10
2002,非直轄市,區域,臺北縣,張益廣,無,1,47,N,NA,5209,3.1,170560,372565,10
2002,非直轄市,區域,臺北縣,張彥博,新黨,1,46,N,NA,1120,0.67,170560,372565,10
2002,非直轄市,區域,臺北縣,蔡宗一,無,1,57,N,*,7179,4.27,170560,372565,10
2002,非直轄市,區域,臺北縣,黃厚經,中國國民黨,1,49,N,NA,3377,2.01,170560,372565,10
2002,非直轄市,區域,臺北縣,蕭國基,無,1,34,N,NA,2123,1.26,170560,372565,10
2002,非直轄市,區域,臺北縣,康李佐慧,無,2,54,N,NA,5109,3.04,170560,372565,10
2002,非直轄市,區域,臺北縣,莊錫源,中國國民黨,1,44,N,NA,3788,2.25,170560,372565,10
2002,非直轄市,區域,臺北縣,廖連生,無,1,50,N,NA,50,0.03,170560,372565,10
2002,非直轄市,區域,臺北縣,丁小川,親民黨,1,56,N,NA,4737,2.82,170560,372565,10
2002,非直轄市,區域,臺北縣,許炳崑,中國國民黨,1,46,Y,*,12886,7.66,170560,372565,10
2002,非直轄市,區域,臺北縣,李秀芬,親民黨,2,41,N,NA,4282,2.55,170560,372565,10
2002,非直轄市,區域,臺北縣,呂 柱,無,1,48,N,*,7370,4.38,170560,372565,10
2002,非直轄市,區域,臺北縣,吳信章,親民黨,1,44,N,NA,2808,1.67,170560,372565,10
2002,非直轄市,區域,臺北縣,陳文治,民主進步黨,1,35,Y,*,7259,4.31,170560,372565,10
2002,非直轄市,區域,臺北縣,呂子昌,無,1,44,Y,*,11714,19.66,60614,129589,3
2002,非直轄市,區域,臺北縣,吳明修,民主進步黨,1,44,N,NA,10196,17.11,60614,129589,3
2002,非直轄市,區域,臺北縣,郭拱照,中國國民黨,1,71,Y,*,10610,17.8,60614,129589,3
2002,非直轄市,區域,臺北縣,張鴻珠,親民黨,2,44,N,NA,4940,8.29,60614,129589,3
2002,非直轄市,區域,臺北縣,張恒,無,1,48,N,NA,7559,12.68,60614,129589,3
2002,非直轄市,區域,臺北縣,張旭昇,無,1,41,N,NA,1352,2.27,60614,129589,3
2002,非直轄市,區域,臺北縣,李文德,中國國民黨,1,64,Y,*,13224,22.19,60614,129589,3
2002,非直轄市,區域,臺北縣,周雅玲,無,2,34,N,*,4176,6.87,61641,148236,4
2002,非直轄市,區域,臺北縣,曾炳煌,無,1,56,N,NA,2397,3.94,61641,148236,4
2002,非直轄市,區域,臺北縣,唐有吉,中國國民黨,1,52,N,*,7539,12.4,61641,148236,4
2002,非直轄市,區域,臺北縣,詹清山,無,1,45,N,NA,3851,6.33,61641,148236,4
2002,非直轄市,區域,臺北縣,楊孫祺,親民黨,1,44,N,NA,5455,8.97,61641,148236,4
2002,非直轄市,區域,臺北縣,陳燈貴,中國國民黨,1,43,N,NA,6487,10.67,61641,148236,4
2002,非直轄市,區域,臺北縣,江麗玉,台灣團結聯盟,2,43,N,NA,2998,4.93,61641,148236,4
2002,非直轄市,區域,臺北縣,許春財,無,1,51,N,*,11544,18.98,61641,148236,4
2002,非直轄市,區域,臺北縣,沈發惠,民主進步黨,1,36,Y,*,7699,12.66,61641,148236,4
2002,非直轄市,區域,臺北縣,鄭金川,無,1,38,N,NA,793,1.3,61641,148236,4
2002,非直轄市,區域,臺北縣,唐瓔庭,親民黨,1,38,N,NA,5568,9.16,61641,148236,4
2002,非直轄市,區域,臺北縣,張寶玉,中國國民黨,2,41,N,NA,2300,3.78,61641,148236,4
2002,非直轄市,區域,臺北縣,趙國棟,親民黨,1,39,N,NA,19211,49.21,40480,57968,1
2002,非直轄市,區域,臺北縣,廖秀雄,中國國民黨,1,58,N,*,19827,50.79,40480,57968,1
2002,非直轄市,區域,臺北縣,洪嘉莉,親民黨,2,29,N,NA,4382,4.78,92788,227304,5
2002,非直轄市,區域,臺北縣,許再恩,中國國民黨,1,60,Y,*,13415,14.64,92788,227304,5
2002,非直轄市,區域,臺北縣,吳善九,親民黨,1,44,N,*,9304,10.15,92788,227304,5
2002,非直轄市,區域,臺北縣,金中玉,親民黨,1,46,Y,*,12971,14.15,92788,227304,5
2002,非直轄市,區域,臺北縣,陳梅嬌,中國國民黨,2,58,Y,*,10649,11.62,92788,227304,5
2002,非直轄市,區域,臺北縣,林重誠,新黨,1,44,Y,NA,8077,8.81,92788,227304,5
2002,非直轄市,區域,臺北縣,張 碧,無,2,49,N,NA,2144,2.34,92788,227304,5
2002,非直轄市,區域,臺北縣,陳永福,無,1,44,Y,*,15679,17.11,92788,227304,5
2002,非直轄市,區域,臺北縣,陳建仲,無,1,34,N,NA,368,0.4,92788,227304,5
2002,非直轄市,區域,臺北縣,劉志誠,民主進步黨,1,32,N,NA,6244,6.81,92788,227304,5
2002,非直轄市,區域,臺北縣,陳一郎,民主進步黨,1,59,N,NA,8430,9.2,92788,227304,5
2002,非直轄市,區域,宜蘭縣,林錫明,無,1,48,Y,*,3388,9.39,36644,63643,6
2002,非直轄市,區域,宜蘭縣,林李榮華,無,1,55,N,*,4132,11.45,36644,63643,6
2002,非直轄市,區域,宜蘭縣,余美雪,民主進步黨,2,47,N,*,2596,7.19,36644,63643,6
2002,非直轄市,區域,宜蘭縣,江寶蓮,無,2,50,N,NA,2121,5.88,36644,63643,6
2002,非直轄市,區域,宜蘭縣,黃秀雲,親民黨,2,51,N,NA,1935,5.36,36644,63643,6
2002,非直轄市,區域,宜蘭縣,陳進亮,無,1,60,N,NA,301,0.83,36644,63643,6
2002,非直轄市,區域,宜蘭縣,張建榮,中國國民黨,1,55,Y,*,7619,21.11,36644,63643,6
2002,非直轄市,區域,宜蘭縣,吳福田,民主進步黨,1,53,Y,*,4690,12.99,36644,63643,6
2002,非直轄市,區域,宜蘭縣,林明垚,無,1,47,N,NA,2066,5.72,36644,63643,6
2002,非直轄市,區域,宜蘭縣,楊順木,中國國民黨,1,52,N,*,4680,12.96,36644,63643,6
2002,非直轄市,區域,宜蘭縣,江永和,無,1,43,N,NA,2572,7.12,36644,63643,6
2002,非直轄市,區域,宜蘭縣,關得基,無,1,59,Y,*,4198,26.23,16375,23553,2
2002,非直轄市,區域,宜蘭縣,林張秀娥,中國國民黨,2,47,N,NA,3978,24.86,16375,23553,2
2002,非直轄市,區域,宜蘭縣,陳秀暖,無,2,41,Y,*,7827,48.91,16375,23553,2
2002,非直轄市,區域,宜蘭縣,游旺欉,中國國民黨,1,60,Y,NA,2879,15.72,18536,27249,3
2002,非直轄市,區域,宜蘭縣,李清林,親民黨,1,53,Y,*,4109,22.44,18536,27249,3
2002,非直轄市,區域,宜蘭縣,吳宏謀,無,1,52,N,*,4368,23.85,18536,27249,3
2002,非直轄市,區域,宜蘭縣,林建宏,民主進步黨,1,50,N,NA,1027,5.61,18536,27249,3
2002,非直轄市,區域,宜蘭縣,黃太平,中國國民黨,1,53,N,*,5928,32.37,18536,27249,3
2002,非直轄市,區域,宜蘭縣,吳麗姬,無,2,41,N,NA,2216,15.13,14842,24325,2
2002,非直轄市,區域,宜蘭縣,林秀雲,無,2,52,N,NA,2429,16.59,14842,24325,2
2002,非直轄市,區域,宜蘭縣,黃浴沂,中國國民黨,1,50,Y,*,4575,31.24,14842,24325,2
2002,非直轄市,區域,宜蘭縣,林錦坤,無,1,38,N,NA,1189,8.12,14842,24325,2
2002,非直轄市,區域,宜蘭縣,簡連發,民主進步黨,1,44,Y,*,4235,28.92,14842,24325,2
2002,非直轄市,區域,宜蘭縣,歐耀北,中國國民黨,1,62,Y,NA,2871,21.27,13690,19363,2
2002,非直轄市,區域,宜蘭縣,陳福山,民主進步黨,1,45,Y,*,4264,31.59,13690,19363,2
2002,非直轄市,區域,宜蘭縣,林水金,無,1,50,N,*,4973,36.84,13690,19363,2
2002,非直轄市,區域,宜蘭縣,吳旺水,無,1,56,N,NA,1391,10.3,13690,19363,2
2002,非直轄市,區域,宜蘭縣,林傳泉,親民黨,1,49,Y,*,2920,11.14,26438,47672,5
2002,非直轄市,區域,宜蘭縣,劉添梧,民主進步黨,1,54,Y,*,3869,14.76,26438,47672,5
2002,非直轄市,區域,宜蘭縣,林姿妙,中國國民黨,2,50,Y,*,4737,18.07,26438,47672,5
2002,非直轄市,區域,宜蘭縣,許文川,無,1,42,N,NA,797,3.04,26438,47672,5
2002,非直轄市,區域,宜蘭縣,謝志得,民主進步黨,1,34,N,*,4614,17.6,26438,47672,5
2002,非直轄市,區域,宜蘭縣,魏炎輝,中國國民黨,1,44,Y,*,4367,16.66,26438,47672,5
2002,非直轄市,區域,宜蘭縣,李易旻,無,1,38,N,NA,401,1.53,26438,47672,5
2002,非直轄市,區域,宜蘭縣,賴陳淑英,無,2,51,N,NA,2639,10.07,26438,47672,5
2002,非直轄市,區域,宜蘭縣,林萬來,無,1,46,N,NA,1873,7.14,26438,47672,5
2002,非直轄市,區域,宜蘭縣,林朝旺,中國國民黨,1,52,N,*,3275,20.17,16374,28147,3
2002,非直轄市,區域,宜蘭縣,沈德茂,民主進步黨,1,46,N,*,3273,20.16,16374,28147,3
2002,非直轄市,區域,宜蘭縣,黃武助,中國國民黨,1,61,N,NA,2447,15.07,16374,28147,3
2002,非直轄市,區域,宜蘭縣,黃適超,民主進步黨,1,41,Y,*,3511,21.62,16374,28147,3
2002,非直轄市,區域,宜蘭縣,羅素貞,中國國民黨,2,51,Y,NA,2425,14.94,16374,28147,3
2002,非直轄市,區域,宜蘭縣,簡宏奇,親民黨,1,48,N,NA,308,1.9,16374,28147,3
2002,非直轄市,區域,宜蘭縣,簡楊同,無,1,38,N,NA,998,6.15,16374,28147,3
2002,非直轄市,區域,宜蘭縣,陳慧珠,民主進步黨,2,42,N,*,1854,8.21,22831,36797,4
2002,非直轄市,區域,宜蘭縣,陳秋華,中國國民黨,2,44,N,NA,1086,4.81,22831,36797,4
2002,非直轄市,區域,宜蘭縣,張春煌,無,1,51,Y,NA,4037,17.88,22831,36797,4
2002,非直轄市,區域,宜蘭縣,楊政誠,無,1,59,Y,*,4434,19.64,22831,36797,4
2002,非直轄市,區域,宜蘭縣,王貴緗,無,2,46,N,NA,372,1.65,22831,36797,4
2002,非直轄市,區域,宜蘭縣,蔡美英,無,2,55,N,NA,500,2.22,22831,36797,4
2002,非直轄市,區域,宜蘭縣,劉石純,中國國民黨,1,56,Y,*,4266,18.9,22831,36797,4
2002,非直轄市,區域,宜蘭縣,游祥德,民主進步黨,1,50,Y,*,6023,26.68,22831,36797,4
2002,非直轄市,區域,宜蘭縣,江明勝,中國國民黨,1,60,Y,*,4382,40.93,10876,17507,2
2002,非直轄市,區域,宜蘭縣,陳文昌,民主進步黨,1,49,Y,*,3542,33.08,10876,17507,2
2002,非直轄市,區域,宜蘭縣,蔡金定,無,1,59,N,NA,2783,25.99,10876,17507,2
2002,非直轄市,區域,宜蘭縣,林正標,中國國民黨,1,56,Y,*,4549,21.12,21842,34375,3
2002,非直轄市,區域,宜蘭縣,吳文發,無,1,46,N,NA,3392,15.75,21842,34375,3
2002,非直轄市,區域,宜蘭縣,陳正男,民主進步黨,1,54,N,*,5314,24.68,21842,34375,3
2002,非直轄市,區域,宜蘭縣,陳金麟,親民黨,1,48,Y,*,5112,23.74,21842,34375,3
2002,非直轄市,區域,宜蘭縣,洪秀璪,中國國民黨,2,52,N,NA,3167,14.71,21842,34375,3
2002,非直轄市,區域,桃園縣,陳炎坤,中國國民黨,1,65,Y,*,4548,4.59,100098,223789,11
2002,非直轄市,區域,桃園縣,黃庭超,無,1,41,N,NA,378,0.38,100098,223789,11
2002,非直轄市,區域,桃園縣,蕭辛桐,無,1,75,N,NA,1461,1.48,100098,223789,11
2002,非直轄市,區域,桃園縣,黃景熙,無,1,43,N,*,4575,4.62,100098,223789,11
2002,非直轄市,區域,桃園縣,黃享欽,無,1,49,N,*,5572,5.63,100098,223789,11
2002,非直轄市,區域,桃園縣,張鈴武,無,1,48,N,NA,994,1,100098,223789,11
2002,非直轄市,區域,桃園縣,林熹模,無,1,50,N,NA,1013,1.02,100098,223789,11
2002,非直轄市,區域,桃園縣,李曉鐘,無,1,43,Y,*,5909,5.97,100098,223789,11
2002,非直轄市,區域,桃園縣,楊文山,無,1,40,N,NA,235,0.24,100098,223789,11
2002,非直轄市,區域,桃園縣,甘乃迪,民主進步黨,1,47,N,NA,387,0.39,100098,223789,11
2002,非直轄市,區域,桃園縣,黃智銘,無,1,49,N,*,4965,5.01,100098,223789,11
2002,非直轄市,區域,桃園縣,林文前,無,1,46,N,NA,317,0.32,100098,223789,11
2002,非直轄市,區域,桃園縣,林政賢,中國國民黨,1,43,N,NA,3669,3.7,100098,223789,11
2002,非直轄市,區域,桃園縣,卓德樹,無,1,53,Y,NA,3826,3.86,100098,223789,11
2002,非直轄市,區域,桃園縣,黃婉如,中國國民黨,2,48,Y,*,6954,7.02,100098,223789,11
2002,非直轄市,區域,桃園縣,楊鑫坤,無,1,39,N,NA,3206,3.24,100098,223789,11
2002,非直轄市,區域,桃園縣,黃哲鐘,中國國民黨,1,53,Y,*,5456,5.51,100098,223789,11
2002,非直轄市,區域,桃園縣,蕭豐湧,中國國民黨,1,65,N,*,4124,4.16,100098,223789,11
2002,非直轄市,區域,桃園縣,邱素芬,民主進步黨,2,36,N,NA,3416,3.45,100098,223789,11
2002,非直轄市,區域,桃園縣,黃清華,無,1,36,N,NA,626,0.63,100098,223789,11
2002,非直轄市,區域,桃園縣,楊添丁,民主進步黨,1,46,Y,NA,3821,3.86,100098,223789,11
2002,非直轄市,區域,桃園縣,廖輝星,民主進步黨,1,48,N,NA,3522,3.56,100098,223789,11
2002,非直轄市,區域,桃園縣,林良益,無,1,52,Y,*,4160,4.2,100098,223789,11
2002,非直轄市,區域,桃園縣,郭雲輝,親民黨,1,50,N,NA,2933,2.96,100098,223789,11
2002,非直轄市,區域,桃園縣,呂秀紋,中國國民黨,2,48,N,NA,2069,2.09,100098,223789,11
2002,非直轄市,區域,桃園縣,吳寶玉,民主進步黨,2,42,N,*,4263,4.3,100098,223789,11
2002,非直轄市,區域,桃園縣,陳華興,無,1,45,N,NA,1931,1.95,100098,223789,11
2002,非直轄市,區域,桃園縣,呂志明,親民黨,1,50,N,NA,3994,4.03,100098,223789,11
2002,非直轄市,區域,桃園縣,李東成,中國國民黨,1,45,N,NA,1666,1.68,100098,223789,11
2002,非直轄市,區域,桃園縣,張勝豐,無,1,37,N,NA,2044,2.06,100098,223789,11
2002,非直轄市,區域,桃園縣,溫舜億,無,1,30,N,NA,2487,2.51,100098,223789,11
2002,非直轄市,區域,桃園縣,萬美玲,親民黨,2,33,N,*,4518,4.56,100098,223789,11
2002,非直轄市,區域,桃園縣,王文珠,無,2,35,N,NA,822,2.62,31708,77819,4
2002,非直轄市,區域,桃園縣,林雪霞,無,2,50,N,NA,1173,3.74,31708,77819,4
2002,非直轄市,區域,桃園縣,柯育堂,民主進步黨,1,32,N,NA,3291,10.49,31708,77819,4
2002,非直轄市,區域,桃園縣,李麗珠,中國國民黨,2,44,N,*,2390,7.62,31708,77819,4
2002,非直轄市,區域,桃園縣,李治華,親民黨,1,36,N,NA,1549,4.94,31708,77819,4
2002,非直轄市,區域,桃園縣,陳志謀,民主進步黨,1,44,Y,*,5577,17.78,31708,77819,4
2002,非直轄市,區域,桃園縣,呂學記,中國國民黨,1,40,Y,*,6694,21.34,31708,77819,4
2002,非直轄市,區域,桃園縣,李雲強,親民黨,1,43,N,NA,3019,9.63,31708,77819,4
2002,非直轄市,區域,桃園縣,曾忠義,中國國民黨,1,54,Y,*,6848,21.83,31708,77819,4
2002,非直轄市,區域,桃園縣,張進義,無,1,52,N,NA,2663,4.94,54884,111228,5
2002,非直轄市,區域,桃園縣,邱靖舜,無,1,45,N,NA,1401,2.6,54884,111228,5
2002,非直轄市,區域,桃園縣,陳建上,親民黨,1,50,N,NA,3566,6.62,54884,111228,5
2002,非直轄市,區域,桃園縣,邱顯國,親民黨,1,48,N,NA,2079,3.86,54884,111228,5
2002,非直轄市,區域,桃園縣,呂邱葉,民主進步黨,2,64,Y,*,4799,8.91,54884,111228,5
