年份,類別,分類,縣市,名字,政黨名稱,性別,參選年齡,現任,當選註記,得票數,得票率,投票數,選舉人數,當選人數合計
2002,非直轄市,區域,苗栗縣,魏漢燕,中國國民黨,1,41,N,NA,2761,6.13,45680,74028,7
2002,非直轄市,區域,苗栗縣,李阿己,無,1,73,N,NA,1292,2.87,45680,74028,7
2002,非直轄市,區域,苗栗縣,蘇文禎,無,1,48,Y,*,3670,8.15,45680,74028,7
2002,非直轄市,區域,苗栗縣,廖天國,無,1,50,N,NA,1017,2.26,45680,74028,7
2002,非直轄市,區域,苗栗縣,溫德雄,無,1,58,N,*,2881,6.39,45680,74028,7
2002,非直轄市,區域,苗栗縣,談曉泉,無,1,31,N,NA,498,1.11,45680,74028,7
2002,非直轄市,區域,苗栗縣,陳淑貞,中國國民黨,2,46,N,NA,587,1.3,45680,74028,7
2002,非直轄市,區域,苗栗縣,溫志強,中國國民黨,1,32,N,*,3683,8.17,45680,74028,7
2002,非直轄市,區域,苗栗縣,張伸添,無,1,57,N,NA,629,1.4,45680,74028,7
2002,非直轄市,區域,苗栗縣,詹明光,無,1,52,Y,*,5713,25.8,22524,32449,3
2002,非直轄市,區域,苗栗縣,徐欽鴻,無,1,46,N,*,3744,16.91,22524,32449,3
2002,非直轄市,區域,苗栗縣,詹潤傑,無,1,46,N,NA,952,4.3,22524,32449,3
2002,非直轄市,區域,苗栗縣,黃惠琴,中國國民黨,2,44,N,NA,1905,8.6,22524,32449,3
2002,非直轄市,區域,苗栗縣,張仁忠,中國國民黨,1,40,N,NA,2473,11.17,22524,32449,3
2002,非直轄市,區域,苗栗縣,陳智龍,民主進步黨,1,40,N,NA,2271,10.26,22524,32449,3
2002,非直轄市,區域,苗栗縣,劉雪梅,中國國民黨,2,46,N,NA,1571,7.09,22524,32449,3
2002,非直轄市,區域,苗栗縣,黃碧忠,中國國民黨,1,46,N,*,2621,11.84,22524,32449,3
2002,非直轄市,區域,苗栗縣,徐鐵龍,無,1,47,N,NA,893,4.03,22524,32449,3
2002,非直轄市,區域,臺中縣,陳清龍,親民黨,1,37,N,*,4780,5.69,85202,148463,8
2002,非直轄市,區域,臺中縣,車淑娟,中國國民黨,2,38,N,NA,3316,3.95,85202,148463,8
2002,非直轄市,區域,臺中縣,吳富亭,民主進步黨,1,43,N,*,6246,7.44,85202,148463,8
2002,非直轄市,區域,臺中縣,高基讚,台灣團結聯盟,1,45,N,*,6112,7.28,85202,148463,8
2002,非直轄市,區域,臺中縣,鄒治恒,無,1,34,N,NA,392,0.47,85202,148463,8
2002,非直轄市,區域,臺中縣,王建平,無,1,47,N,NA,469,0.56,85202,148463,8
2002,非直轄市,區域,臺中縣,林忠伸,民主進步黨,1,35,N,NA,4079,4.86,85202,148463,8
2002,非直轄市,區域,臺中縣,劉松梧,無,1,53,Y,NA,4753,5.66,85202,148463,8
2002,非直轄市,區域,臺中縣,尤介成,無,1,47,N,NA,3926,4.67,85202,148463,8
2002,非直轄市,區域,臺中縣,張靜分,中國國民黨,2,59,Y,*,8652,10.3,85202,148463,8
2002,非直轄市,區域,臺中縣,朱麗珠,無,2,41,Y,*,4892,5.82,85202,148463,8
2002,非直轄市,區域,臺中縣,蔡錦雄,中國國民黨,1,57,Y,*,6413,7.63,85202,148463,8
2002,非直轄市,區域,臺中縣,方昇茂,民主進步黨,1,47,Y,*,5103,6.08,85202,148463,8
2002,非直轄市,區域,臺中縣,蔣慶寅,民主進步黨,1,49,N,NA,3615,4.3,85202,148463,8
2002,非直轄市,區域,臺中縣,王建靜,中國國民黨,1,54,Y,NA,4540,5.41,85202,148463,8
2002,非直轄市,區域,臺中縣,林文龍,無,1,38,N,NA,309,0.37,85202,148463,8
2002,非直轄市,區域,臺中縣,林淑真,無,2,46,N,NA,1654,1.97,85202,148463,8
2002,非直轄市,區域,臺中縣,謝炳光,無,1,51,N,NA,3681,4.38,85202,148463,8
2002,非直轄市,區域,臺中縣,連佳興,無,1,35,N,NA,3178,3.78,85202,148463,8
2002,非直轄市,區域,臺中縣,顏振寧,無,2,40,N,NA,2312,2.75,85202,148463,8
2002,非直轄市,區域,臺中縣,陳本添,中國國民黨,1,45,N,*,5574,6.64,85202,148463,8
2002,非直轄市,區域,臺中縣,孫玉鳳,無,2,45,N,NA,1326,1.55,86719,156063,8
2002,非直轄市,區域,臺中縣,羅永珍,中國國民黨,2,50,N,*,5833,6.83,86719,156063,8
2002,非直轄市,區域,臺中縣,王加佳,親民黨,2,24,],*,6358,7.45,86719,156063,8
2002,非直轄市,區域,臺中縣,林嫦茹,親民黨,2,51,N,NA,4409,5.16,86719,156063,8
2002,非直轄市,區域,臺中縣,廖明保,無,1,45,N,NA,737,0.86,86719,156063,8
2002,非直轄市,區域,臺中縣,何秋炎,中國國民黨,1,49,N,NA,3846,4.5,86719,156063,8
2002,非直轄市,區域,臺中縣,張維信,台灣團結聯盟,1,38,N,NA,841,0.98,86719,156063,8
2002,非直轄市,區域,臺中縣,張立傑,無,1,57,Y,*,7700,9.02,86719,156063,8
2002,非直轄市,區域,臺中縣,林森田,中國國民黨,1,64,N,NA,5160,6.04,86719,156063,8
2002,非直轄市,區域,臺中縣,游家章,中國國民黨,1,54,Y,*,5733,6.71,86719,156063,8
2002,非直轄市,區域,臺中縣,張獻能,中國國民黨,1,56,Y,NA,4879,5.71,86719,156063,8
2002,非直轄市,區域,臺中縣,張愛卻,無,2,42,Y,NA,4238,4.96,86719,156063,8
2002,非直轄市,區域,臺中縣,林大傑,無,1,30,N,NA,2673,3.13,86719,156063,8
2002,非直轄市,區域,臺中縣,林竹旺,民主進步黨,1,41,Y,*,6348,7.43,86719,156063,8
2002,非直轄市,區域,臺中縣,廖述鎮,民主進步黨,1,50,Y,*,7758,9.09,86719,156063,8
2002,非直轄市,區域,臺中縣,王永通,中國國民黨,1,44,N,*,7220,8.46,86719,156063,8
2002,非直轄市,區域,臺中縣,許水彬,民主進步黨,1,46,N,*,5566,6.52,86719,156063,8
2002,非直轄市,區域,臺中縣,吳顯森,親民黨,1,43,N,NA,4764,5.58,86719,156063,8
2002,非直轄市,區域,臺中縣,吳義雄,民主進步黨,1,61,N,NA,4595,9.19,50921,77994,4
2002,非直轄市,區域,臺中縣,劉南熾,民主進步黨,1,49,N,NA,3044,6.09,50921,77994,4
2002,非直轄市,區域,臺中縣,陳啟瑩,無,1,36,Y,NA,4805,9.61,50921,77994,4
2002,非直轄市,區域,臺中縣,陳萬通,中國國民黨,1,60,Y,*,6430,12.86,50921,77994,4
2002,非直轄市,區域,臺中縣,謝震穎,中國國民黨,1,43,N,*,7078,14.15,50921,77994,4
2002,非直轄市,區域,臺中縣,簡素靜,無,2,50,N,NA,5699,11.4,50921,77994,4
2002,非直轄市,區域,臺中縣,蘇慶雲,中國國民黨,1,50,Y,*,7264,14.53,50921,77994,4
2002,非直轄市,區域,臺中縣,林明鍾,親民黨,1,46,N,NA,3905,7.81,50921,77994,4
2002,非直轄市,區域,臺中縣,李月梅,無,2,48,N,*,7186,14.37,50921,77994,4
2002,非直轄市,區域,臺中縣,林秀絨,無,2,43,N,NA,2426,4.25,57953,89314,5
2002,非直轄市,區域,臺中縣,陳獻宗,民主進步黨,1,39,N,NA,1038,1.82,57953,89314,5
2002,非直轄市,區域,臺中縣,姚應龍,無,1,47,Y,NA,4777,8.37,57953,89314,5
2002,非直轄市,區域,臺中縣,易錦隆,民主進步黨,1,45,N,NA,4620,8.1,57953,89314,5
2002,非直轄市,區域,臺中縣,卓義芳,民主進步黨,1,42,N,NA,4374,7.67,57953,89314,5
2002,非直轄市,區域,臺中縣,林素真,中國國民黨,2,43,Y,*,3978,6.97,57953,89314,5
2002,非直轄市,區域,臺中縣,楊永昌,中國國民黨,1,51,Y,*,10842,19,57953,89314,5
2002,非直轄市,區域,臺中縣,李榮鴻,中國國民黨,1,53,N,*,9162,16.06,57953,89314,5
2002,非直轄市,區域,臺中縣,紀昭印,無,1,40,Y,*,5562,9.75,57953,89314,5
2002,非直轄市,區域,臺中縣,顏榮燦,無,1,57,N,*,5299,9.29,57953,89314,5
2002,非直轄市,區域,臺中縣,吳敏濟,無,1,46,N,NA,4982,8.73,57953,89314,5
2002,非直轄市,區域,臺中縣,顏水滄,無,1,47,N,*,6280,6.64,96098,141960,8
2002,非直轄市,區域,臺中縣,陳宏志,無,1,28,N,NA,2547,2.69,96098,141960,8
2002,非直轄市,區域,臺中縣,陳詩哲,無,1,60,Y,*,9033,9.56,96098,141960,8
2002,非直轄市,區域,臺中縣,王洲明,無,1,44,N,NA,1420,1.5,96098,141960,8
2002,非直轄市,區域,臺中縣,楊界華,無,1,42,Y,NA,4635,4.9,96098,141960,8
2002,非直轄市,區域,臺中縣,王年杉,無,1,50,N,*,6073,6.42,96098,141960,8
2002,非直轄市,區域,臺中縣,蔡順源,無,1,49,Y,NA,4900,5.18,96098,141960,8
2002,非直轄市,區域,臺中縣,蘇嘉藤,民主進步黨,1,68,Y,*,5330,5.64,96098,141960,8
2002,非直轄市,區域,臺中縣,張清堂,中國國民黨,1,40,Y,*,12100,12.8,96098,141960,8
2002,非直轄市,區域,臺中縣,陳年添,無,1,50,N,NA,4446,4.7,96098,141960,8
2002,非直轄市,區域,臺中縣,劉福榮,無,1,60,N,NA,2523,2.67,96098,141960,8
2002,非直轄市,區域,臺中縣,楊秋雲,中國國民黨,2,36,Y,*,6309,6.67,96098,141960,8
2002,非直轄市,區域,臺中縣,蒲勝隆,親民黨,1,46,N,NA,3167,3.35,96098,141960,8
2002,非直轄市,區域,臺中縣,尤碧鈴,中國國民黨,2,53,N,*,6294,6.66,96098,141960,8
2002,非直轄市,區域,臺中縣,何季杏,民主進步黨,2,46,N,NA,1963,2.08,96098,141960,8
2002,非直轄市,區域,臺中縣,許雲霞,無,2,70,N,NA,2953,3.12,96098,141960,8
2002,非直轄市,區域,臺中縣,蔡奕珍,中國國民黨,1,48,N,NA,4479,4.74,96098,141960,8
2002,非直轄市,區域,臺中縣,楊典忠,民主進步黨,1,42,N,NA,3240,3.43,96098,141960,8
2002,非直轄市,區域,臺中縣,楊秋興,無,1,49,N,NA,1498,1.58,96098,141960,8
2002,非直轄市,區域,臺中縣,王憲堂,台灣團結聯盟,1,56,N,*,5338,5.65,96098,141960,8
2002,非直轄市,區域,臺中縣,黃錫嘉,無,1,44,Y,*,7056,9.77,74060,126049,7
2002,非直轄市,區域,臺中縣,盧獎陸,中國國民黨,1,44,N,NA,4527,6.27,74060,126049,7
2002,非直轄市,區域,臺中縣,何秀英,無,2,55,Y,*,7404,10.26,74060,126049,7
2002,非直轄市,區域,臺中縣,林富傢,無,1,39,N,NA,973,1.35,74060,126049,7
2002,非直轄市,區域,臺中縣,林啟森,無,1,28,N,*,8510,11.79,74060,126049,7
2002,非直轄市,區域,臺中縣,林弘源,中國國民黨,1,42,N,NA,4972,6.89,74060,126049,7
2002,非直轄市,區域,臺中縣,劉淑蘭,民主進步黨,2,51,N,*,6318,8.75,74060,126049,7
2002,非直轄市,區域,臺中縣,陳芳隆,中國國民黨,1,54,Y,*,7566,10.48,74060,126049,7
2002,非直轄市,區域,臺中縣,林富銅,無,1,60,N,NA,2479,3.43,74060,126049,7
2002,非直轄市,區域,臺中縣,林富家,無,1,51,N,NA,3922,5.43,74060,126049,7
2002,非直轄市,區域,臺中縣,何明富,民主進步黨,1,49,N,NA,3372,4.67,74060,126049,7
2002,非直轄市,區域,臺中縣,林榮輝,民主進步黨,1,53,N,NA,1174,1.63,74060,126049,7
2002,非直轄市,區域,臺中縣,郭達鴻,親民黨,1,49,N,NA,3086,4.27,74060,126049,7
2002,非直轄市,區域,臺中縣,劉進旺,無,1,49,Y,*,5620,7.79,74060,126049,7
2002,非直轄市,區域,臺中縣,楊忠諺,無,1,27,N,*,5210,7.22,74060,126049,7
2002,非直轄市,區域,臺中縣,蘇麗珍,台灣團結聯盟,2,44,N,NA,1924,2.25,87047,162151,9
2002,非直轄市,區域,臺中縣,陳俊谷,無,1,38,N,NA,1496,1.75,87047,162151,9
2002,非直轄市,區域,臺中縣,蔡黃金雀,中國國民黨,2,50,Y,*,5348,6.27,87047,162151,9
2002,非直轄市,區域,臺中縣,許清爵,中國國民黨,1,55,N,NA,1144,1.34,87047,162151,9
2002,非直轄市,區域,臺中縣,林碧秀,中國國民黨,2,47,N,*,4690,5.5,87047,162151,9
2002,非直轄市,區域,臺中縣,戴萬福,無,1,53,Y,*,4344,5.09,87047,162151,9
2002,非直轄市,區域,臺中縣,曾坤參,無,1,39,N,NA,3495,4.1,87047,162151,9
2002,非直轄市,區域,臺中縣,李榮裕,親民黨,1,55,N,NA,1879,2.2,87047,162151,9
2002,非直轄市,區域,臺中縣,段緯宇,親民黨,1,47,N,*,4626,5.42,87047,162151,9
2002,非直轄市,區域,臺中縣,劉錦和,民主進步黨,1,46,N,*,5735,6.72,87047,162151,9
2002,非直轄市,區域,臺中縣,蘇孟乾,無,1,52,N,NA,2827,3.31,87047,162151,9
2002,非直轄市,區域,臺中縣,何欣純,民主進步黨,2,29,N,*,4821,5.65,87047,162151,9
2002,非直轄市,區域,臺中縣,李天生,民主進步黨,1,41,N,NA,2479,2.91,87047,162151,9
2002,非直轄市,區域,臺中縣,蘇鴻伯,民主進步黨,1,42,N,NA,3199,3.75,87047,162151,9
2002,非直轄市,區域,臺中縣,游繼岳,無,1,46,Y,*,6170,7.23,87047,162151,9
2002,非直轄市,區域,臺中縣,魏敏昭,中國國民黨,1,44,N,NA,3485,4.08,87047,162151,9
2002,非直轄市,區域,臺中縣,游文吉,無,1,31,N,NA,2331,2.73,87047,162151,9
2002,非直轄市,區域,臺中縣,張滄沂,無,1,43,Y,*,7097,8.32,87047,162151,9
2002,非直轄市,區域,臺中縣,王素姬,無,2,45,N,NA,2219,2.6,87047,162151,9
2002,非直轄市,區域,臺中縣,林親民,無,1,51,N,NA,2505,2.94,87047,162151,9
2002,非直轄市,區域,臺中縣,劉坤鱧,民主進步黨,1,36,Y,NA,1461,1.71,87047,162151,9
2002,非直轄市,區域,臺中縣,張維寬,民主進步黨,1,48,N,NA,1895,2.22,87047,162151,9
2002,非直轄市,區域,臺中縣,何火壽,無,1,37,N,NA,2873,3.37,87047,162151,9
2002,非直轄市,區域,臺中縣,江勝雄,中國國民黨,1,63,Y,*,7286,8.54,87047,162151,9
2002,非直轄市,區域,臺中縣,詹敏豐,中國國民黨,1,48,Y,*,6983,12.77,55418,112059,6
2002,非直轄市,區域,臺中縣,黃正德,親民黨,1,47,N,NA,3769,6.89,55418,112059,6
2002,非直轄市,區域,臺中縣,賴瑞珠,中國國民黨,2,42,Y,*,5698,10.42,55418,112059,6
2002,非直轄市,區域,臺中縣,張文懷,民主進步黨,1,35,Y,NA,3429,6.27,55418,112059,6
2002,非直轄市,區域,臺中縣,李昆霖,中國國民黨,1,44,N,NA,3652,6.68,55418,112059,6
2002,非直轄市,區域,臺中縣,呂春燕,民主進步黨,2,55,N,NA,1291,2.36,55418,112059,6
2002,非直轄市,區域,臺中縣,何明杰,民主進步黨,1,27,N,*,6169,11.28,55418,112059,6
2002,非直轄市,區域,臺中縣,程凱力,新黨,1,41,N,NA,2686,4.91,55418,112059,6
2002,非直轄市,區域,臺中縣,黃存忠,民主進步黨,1,37,N,*,5565,10.18,55418,112059,6
2002,非直轄市,區域,臺中縣,余文欽,無,1,39,N,*,5926,10.84,55418,112059,6
2002,非直轄市,區域,臺中縣,謝扶憲,民主進步黨,1,46,N,NA,1681,3.07,55418,112059,6
2002,非直轄市,區域,臺中縣,林茂裕,無,1,46,N,*,6285,11.49,55418,112059,6
2002,非直轄市,區域,臺中縣,黃裕洋,台灣團結聯盟,1,48,N,NA,1555,2.84,55418,112059,6
2002,非直轄市,區域,彰化縣,吳綺美,中國國民黨,2,68,N,NA,3393,2.71,127278,208943,12
2002,非直轄市,區域,彰化縣,張錫欽,民主進步黨,1,46,N,NA,3646,2.91,127278,208943,12
2002,非直轄市,區域,彰化縣,王敏光,無,1,32,N,*,11108,8.88,127278,208943,12
2002,非直轄市,區域,彰化縣,伍黃文貞,中國國民黨,2,64,Y,NA,2062,1.65,127278,208943,12
2002,非直轄市,區域,彰化縣,賴岸璋,民主進步黨,1,38,N,*,6135,4.9,127278,208943,12
2002,非直轄市,區域,彰化縣,林燕美,中國國民黨,2,55,N,NA,1569,1.25,127278,208943,12
2002,非直轄市,區域,彰化縣,許上華,台灣團結聯盟,1,66,N,NA,2773,2.22,127278,208943,12
2002,非直轄市,區域,彰化縣,蔣敏全,無,1,44,N,NA,1387,1.11,127278,208943,12
2002,非直轄市,區域,彰化縣,盧盈宏,無,1,39,Y,*,9742,7.79,127278,208943,12
2002,非直轄市,區域,彰化縣,楊慶富,無,1,62,N,NA,390,0.31,127278,208943,12
2002,非直轄市,區域,彰化縣,唐鎮林,中國國民黨,1,60,N,*,6251,5,127278,208943,12
2002,非直轄市,區域,彰化縣,白鴻森,中國國民黨,1,49,Y,*,13429,10.74,127278,208943,12
2002,非直轄市,區域,彰化縣,林大傑,無,1,48,N,NA,4144,3.31,127278,208943,12
2002,非直轄市,區域,彰化縣,許原龍,無,1,40,N,*,5948,4.75,127278,208943,12
2002,非直轄市,區域,彰化縣,施華芬,無,2,39,Y,*,6748,5.39,127278,208943,12
2002,非直轄市,區域,彰化縣,李武雄,無,1,45,N,NA,2136,1.71,127278,208943,12
2002,非直轄市,區域,彰化縣,曾世勇,中國國民黨,1,42,Y,*,6924,5.54,127278,208943,12
2002,非直轄市,區域,彰化縣,施淑珍,民主進步黨,2,42,N,*,3421,2.73,127278,208943,12
2002,非直轄市,區域,彰化縣,吳中玉,無,1,45,N,NA,1852,1.48,127278,208943,12
2002,非直轄市,區域,彰化縣,顧黃水花,中國國民黨,2,49,N,*,10589,8.47,127278,208943,12
2002,非直轄市,區域,彰化縣,翁金蓮,無,2,60,N,NA,859,0.69,127278,208943,12
2002,非直轄市,區域,彰化縣,林滄敏,無,1,44,Y,*,13044,10.43,127278,208943,12
2002,非直轄市,區域,彰化縣,邱建富,民主進步黨,1,42,N,*,4960,3.97,127278,208943,12
2002,非直轄市,區域,彰化縣,黃明勝,無,1,53,N,NA,2581,2.06,127278,208943,12
2002,非直轄市,區域,彰化縣,林聖哲,無,1,49,N,*,8360,11.17,76027,116268,7
2002,非直轄市,區域,彰化縣,郭炎彬,中國國民黨,1,52,N,NA,2164,2.89,76027,116268,7
2002,非直轄市,區域,彰化縣,粘禮淞,無,1,45,Y,*,9156,12.24,76027,116268,7
2002,非直轄市,區域,彰化縣,林明海,中國國民黨,1,53,N,NA,4514,6.03,76027,116268,7
2002,非直轄市,區域,彰化縣,粘明隆,中國國民黨,1,57,N,*,7868,10.52,76027,116268,7
2002,非直轄市,區域,彰化縣,葉寧鋒,中國國民黨,1,51,Y,*,9204,12.3,76027,116268,7
2002,非直轄市,區域,彰化縣,涂淑媚,無,2,38,Y,*,6499,8.69,76027,116268,7
2002,非直轄市,區域,彰化縣,王惠美,中國國民黨,2,34,Y,*,12164,16.26,76027,116268,7
2002,非直轄市,區域,彰化縣,梁禎祥,民主進步黨,1,55,Y,*,8856,11.84,76027,116268,7
2002,非直轄市,區域,彰化縣,李棟樑,無,1,63,N,NA,4635,6.19,76027,116268,7
2002,非直轄市,區域,彰化縣,楊日行,無,1,45,N,NA,1402,1.87,76027,116268,7
2002,非直轄市,區域,彰化縣,李文雄,無,1,42,N,NA,1806,2.93,62910,94110,6
2002,非直轄市,區域,彰化縣,柯金德,民主進步黨,1,42,Y,*,5867,9.51,62910,94110,6
2002,非直轄市,區域,彰化縣,賴清美,民主進步黨,2,41,N,NA,4886,7.92,62910,94110,6
2002,非直轄市,區域,彰化縣,陳錦玉,中國國民黨,2,49,Y,*,6294,10.2,62910,94110,6
2002,非直轄市,區域,彰化縣,王榆凱,無,1,55,N,*,10240,16.59,62910,94110,6
2002,非直轄市,區域,彰化縣,尤瑞春,民主進步黨,2,40,N,NA,3193,5.17,62910,94110,6
2002,非直轄市,區域,彰化縣,張宗興,中國國民黨,1,44,Y,*,7149,11.58,62910,94110,6
2002,非直轄市,區域,彰化縣,林進忠,民主進步黨,1,49,N,NA,3550,5.75,62910,94110,6
2002,非直轄市,區域,彰化縣,鄭原政,無,1,44,N,NA,1529,2.48,62910,94110,6
2002,非直轄市,區域,彰化縣,黃寶川,中國國民黨,1,48,N,*,8425,13.65,62910,94110,6
2002,非直轄市,區域,彰化縣,曾煥彰,中國國民黨,1,46,Y,*,7068,11.45,62910,94110,6
2002,非直轄市,區域,彰化縣,葉論珍,無,1,54,N,NA,1704,2.76,62910,94110,6
2002,非直轄市,區域,彰化縣,曹明正,無,1,49,Y,*,8816,10.65,84230,139922,8
2002,非直轄市,區域,彰化縣,陳素月,民主進步黨,2,36,N,NA,5405,6.53,84230,139922,8
2002,非直轄市,區域,彰化縣,張錦昆,無,1,37,N,*,8268,9.99,84230,139922,8
2002,非直轄市,區域,彰化縣,黃慶賢,民主進步黨,1,42,N,NA,3228,3.9,84230,139922,8
2002,非直轄市,區域,彰化縣,賴錫卿,民主進步黨,1,51,N,NA,4038,4.88,84230,139922,8
2002,非直轄市,區域,彰化縣,游振雄,無,1,40,Y,*,7389,8.93,84230,139922,8
2002,非直轄市,區域,彰化縣,李詩焱,中國國民黨,1,49,Y,*,6517,7.88,84230,139922,8
2002,非直轄市,區域,彰化縣,陳世得,無,1,38,N,NA,215,0.26,84230,139922,8
2002,非直轄市,區域,彰化縣,劉益謙,民主進步黨,1,55,N,NA,428,0.52,84230,139922,8
2002,非直轄市,區域,彰化縣,邱榮昌,無,1,56,N,NA,5564,6.72,84230,139922,8
2002,非直轄市,區域,彰化縣,張雪如,無,2,36,N,*,7713,9.32,84230,139922,8
2002,非直轄市,區域,彰化縣,林勝利,民主進步黨,1,55,N,NA,3185,3.85,84230,139922,8
2002,非直轄市,區域,彰化縣,葉麗娟,中國國民黨,2,48,Y,*,7077,8.55,84230,139922,8
2002,非直轄市,區域,彰化縣,張良煙,中國國民黨,1,53,Y,*,5766,6.97,84230,139922,8
2002,非直轄市,區域,彰化縣,吳宗憲,中國國民黨,1,37,Y,*,7525,9.09,84230,139922,8
2002,非直轄市,區域,彰化縣,賴德勝,無,1,43,N,NA,708,0.86,84230,139922,8
2002,非直轄市,區域,彰化縣,黃有南,無,1,55,N,NA,913,1.1,84230,139922,8
2002,非直轄市,區域,彰化縣,黃碧玉,無,2,45,N,NA,2311,3.73,63393,87496,5
2002,非直轄市,區域,彰化縣,張金文,中國國民黨,1,48,N,NA,5755,9.29,63393,87496,5
2002,非直轄市,區域,彰化縣,陳文漢,無,1,41,N,*,15144,24.45,63393,87496,5
2002,非直轄市,區域,彰化縣,林秀珍,中國國民黨,2,42,Y,NA,1553,2.51,63393,87496,5
2002,非直轄市,區域,彰化縣,曾清為,無,1,54,Y,*,6554,10.58,63393,87496,5
2002,非直轄市,區域,彰化縣,陳仲志,民主進步黨,1,58,N,NA,4369,7.05,63393,87496,5
2002,非直轄市,區域,彰化縣,楊福地,中國國民黨,1,46,Y,*,12879,20.8,63393,87496,5
2002,非直轄市,區域,彰化縣,黃瑞珠,親民黨,2,38,Y,*,7582,12.24,63393,87496,5
2002,非直轄市,區域,彰化縣,楊福建,民主進步黨,1,47,N,*,5784,9.34,63393,87496,5
2002,非直轄市,區域,彰化縣,楊政杰,無,1,49,N,NA,586,1.16,51474,78932,5
2002,非直轄市,區域,彰化縣,許文耀,中國國民黨,1,42,Y,*,9020,17.86,51474,78932,5
2002,非直轄市,區域,彰化縣,蕭景田,中國國民黨,1,48,Y,*,12841,25.43,51474,78932,5
2002,非直轄市,區域,彰化縣,錢政照,無,1,58,N,NA,2441,4.83,51474,78932,5
2002,非直轄市,區域,彰化縣,洪麗娜,中國國民黨,2,47,N,*,5603,11.1,51474,78932,5
2002,非直轄市,區域,彰化縣,劉錦昌,民主進步黨,1,43,N,*,5590,11.07,51474,78932,5
2002,非直轄市,區域,彰化縣,蕭博修,無,1,31,Y,*,7839,15.53,51474,78932,5
2002,非直轄市,區域,彰化縣,蔡阿勇,無,1,55,N,NA,2329,4.61,51474,78932,5
2002,非直轄市,區域,彰化縣,蕭楊琇月,中國國民黨,2,64,N,NA,1044,2.07,51474,78932,5
2002,非直轄市,區域,彰化縣,游月娥,中國國民黨,2,54,Y,NA,3198,6.33,51474,78932,5
2002,非直轄市,區域,彰化縣,許金主,民主進步黨,1,52,N,NA,3835,6.57,59912,92088,5
2002,非直轄市,區域,彰化縣,林玉雲,無,2,46,N,NA,2442,4.18,59912,92088,5
2002,非直轄市,區域,彰化縣,劉國卿,無,1,49,N,NA,2958,5.07,59912,92088,5
2002,非直轄市,區域,彰化縣,李俊諭,民主進步黨,1,44,Y,*,8882,15.22,59912,92088,5
2002,非直轄市,區域,彰化縣,李武雄,中國國民黨,1,48,N,*,7538,12.91,59912,92088,5
2002,非直轄市,區域,彰化縣,林國珍,中國國民黨,1,46,N,NA,6564,11.24,59912,92088,5
2002,非直轄市,區域,彰化縣,鄭汝芬,無,2,45,N,*,9000,15.42,59912,92088,5
2002,非直轄市,區域,彰化縣,林茂昌,中國國民黨,1,61,N,*,8127,13.92,59912,92088,5
2002,非直轄市,區域,彰化縣,蘇文章,中國國民黨,1,45,Y,*,9030,15.47,59912,92088,5
2002,非直轄市,區域,彰化縣,陳昌邦,無,1,56,N,NA,3257,4.99,66958,98761,5
2002,非直轄市,區域,彰化縣,許偉林,民主進步黨,1,34,Y,NA,5495,8.42,66958,98761,5
2002,非直轄市,區域,彰化縣,許月鈴,無,2,44,N,NA,4026,6.17,66958,98761,5
2002,非直轄市,區域,彰化縣,蔡福來,無,1,38,N,NA,241,0.37,66958,98761,5
2002,非直轄市,區域,彰化縣,洪于仗,無,1,29,N,NA,4993,7.65,66958,98761,5
2002,非直轄市,區域,彰化縣,洪進南,無,1,51,N,*,7191,11.02,66958,98761,5
2002,非直轄市,區域,彰化縣,洪宗熠,民主進步黨,1,33,N,*,7176,11,66958,98761,5
2002,非直轄市,區域,彰化縣,張國棟,中國國民黨,1,44,N,*,12197,18.69,66958,98761,5
2002,非直轄市,區域,彰化縣,陳諸讚,無,1,44,Y,*,12694,19.46,66958,98761,5
2002,非直轄市,區域,彰化縣,吳淑娟,中國國民黨,2,47,Y,*,7976,12.22,66958,98761,5
2002,非直轄市,區域,南投縣,何基德,無,1,50,Y,NA,3375,4.67,73113,103060,10
2002,非直轄市,區域,南投縣,簡金水,無,1,56,N,NA,1177,1.63,73113,103060,10
2002,非直轄市,區域,南投縣,陳似鑫,無,2,46,N,NA,2160,2.99,73113,103060,10
2002,非直轄市,區域,南投縣,張永興,民主進步黨,1,43,N,NA,2859,3.96,73113,103060,10
2002,非直轄市,區域,南投縣,許淑華,親民黨,2,27,N,*,3938,5.45,73113,103060,10
2002,非直轄市,區域,南投縣,張啟訓,無,1,37,N,NA,3552,4.92,73113,103060,10
2002,非直轄市,區域,南投縣,李添興,無,1,47,Y,*,4236,5.86,73113,103060,10
2002,非直轄市,區域,南投縣,林建營,無,1,51,Y,NA,2987,4.13,73113,103060,10
2002,非直轄市,區域,南投縣,林明利,無,1,41,N,NA,219,0.3,73113,103060,10
2002,非直轄市,區域,南投縣,蔡明源,無,1,55,Y,*,4565,6.32,73113,103060,10
2002,非直轄市,區域,南投縣,許孟晪,無,1,51,N,*,4041,5.59,73113,103060,10
2002,非直轄市,區域,南投縣,宋懷琳,中國國民黨,2,47,Y,*,3085,4.27,73113,103060,10
2002,非直轄市,區域,南投縣,陳永順,中國國民黨,1,44,N,NA,1244,1.72,73113,103060,10
2002,非直轄市,區域,南投縣,謝春祺,無,1,52,N,NA,3054,4.23,73113,103060,10
