prvCode,cityCode,areaCode,deptCode,liCode,tboxNo,candNo,tks,candVictor,tksRate,投票數,選舉人數
09,007,NA,010,001,NA,1,508, ,37.97,1385,1906
09,007,NA,010,001,NA,2,830,*,62.03,1385,1906
09,007,NA,010,002,NA,1,528,*,100,631,881
09,007,NA,010,003,NA,1,266, ,49.35,560,817
09,007,NA,010,003,NA,2,273,*,50.65,560,817
09,007,NA,010,004,NA,1,543,*,74.49,748,987
09,007,NA,010,004,NA,2,186, ,25.51,748,987
09,007,NA,010,005,NA,1,321,*,100,350,565
09,007,NA,010,006,NA,1,258,*,100,284,399
09,007,NA,010,007,NA,1,290,*,100,326,470
09,007,NA,010,008,NA,1,152,*,100,166,271
09,007,NA,010,009,NA,1,100,*,100,111,153
09,007,NA,020,001,NA,1,782,*,100,886,1149
09,007,NA,020,002,NA,1,147,*,100,165,216
09,007,NA,020,003,NA,1,174,*,48.88,364,459
09,007,NA,020,003,NA,2,81, ,22.75,364,459
09,007,NA,020,003,NA,3,101, ,28.37,364,459
09,007,NA,020,004,NA,1,144,*,58.78,260,395
09,007,NA,020,004,NA,2,101, ,41.22,260,395
09,007,NA,020,005,NA,1,258,*,100,276,360
09,007,NA,020,006,NA,1,59,*,46.09,131,160
09,007,NA,020,006,NA,2,54, ,42.19,131,160
09,007,NA,020,006,NA,3,15, ,11.72,131,160
09,007,NA,030,001,NA,1,209,*,100,254,345
09,007,NA,030,002,NA,1,116,*,100,142,194
09,007,NA,030,003,NA,1,51,*,100,53,94
09,007,NA,030,004,NA,1,122,*,100,145,202
09,007,NA,030,005,NA,1,222,*,60.99,374,482
09,007,NA,030,005,NA,2,142, ,39.01,374,482
09,007,NA,040,001,NA,1,197, ,45.08,452,578
09,007,NA,040,001,NA,2,240,*,54.92,452,578
09,007,NA,040,002,NA,1,314,*,61.81,530,698
09,007,NA,040,002,NA,2,194, ,38.19,530,698
09,020,NA,010,001,NA,1,882, ,43.66,2073,4684
09,020,NA,010,001,NA,2,1138,*,56.34,2073,4684
09,020,NA,010,002,NA,1,1614, ,45.75,3655,9194
09,020,NA,010,002,NA,2,1914,*,54.25,3655,9194
09,020,NA,010,003,NA,1,894,*,45.06,2042,5165
09,020,NA,010,003,NA,2,738, ,37.2,2042,5165
09,020,NA,010,003,NA,3,352, ,17.74,2042,5165
09,020,NA,010,004,NA,1,1339,*,100,1435,3738
09,020,NA,010,005,NA,1,208, ,14.21,1508,3940
09,020,NA,010,005,NA,2,350, ,23.91,1508,3940
09,020,NA,010,005,NA,3,906,*,61.89,1508,3940
09,020,NA,010,006,NA,1,130, ,15.01,901,2200
09,020,NA,010,006,NA,2,346,*,39.95,901,2200
09,020,NA,010,006,NA,3,248, ,28.64,901,2200
09,020,NA,010,006,NA,4,142, ,16.4,901,2200
09,020,NA,010,007,NA,1,854,*,100,1007,2824
09,020,NA,010,008,NA,1,1456,*,83.97,1772,4674
09,020,NA,010,008,NA,2,278, ,16.03,1772,4674
09,020,NA,020,001,NA,1,1775,*,100,1927,4922
09,020,NA,020,002,NA,1,237, ,35.8,674,1890
09,020,NA,020,002,NA,2,425,*,64.2,674,1890
09,020,NA,020,003,NA,1,287,*,55.19,534,1148
09,020,NA,020,003,NA,2,233, ,44.81,534,1148
09,020,NA,020,004,NA,1,47, ,5,970,2327
09,020,NA,020,004,NA,2,248, ,26.38,970,2327
09,020,NA,020,004,NA,3,323,*,34.36,970,2327
09,020,NA,020,004,NA,4,322, ,34.26,970,2327
09,020,NA,020,005,NA,1,522,*,63.66,843,2013
09,020,NA,020,005,NA,2,298, ,36.34,843,2013
09,020,NA,020,006,NA,1,272,*,49.54,568,1569
09,020,NA,020,006,NA,2,74, ,13.48,568,1569
09,020,NA,020,006,NA,3,203, ,36.98,568,1569
09,020,NA,020,007,NA,1,635,*,100,751,2173
09,020,NA,020,008,NA,1,519,*,56.35,945,2284
09,020,NA,020,008,NA,2,181, ,19.65,945,2284
09,020,NA,020,008,NA,3,221, ,24,945,2284
09,020,NA,030,001,NA,1,1318,*,100,1656,3806
09,020,NA,030,002,NA,1,784,*,61.39,1319,3296
09,020,NA,030,002,NA,2,493, ,38.61,1319,3296
09,020,NA,030,003,NA,1,441, ,43.58,1057,2642
09,020,NA,030,003,NA,2,571,*,56.42,1057,2642
09,020,NA,030,004,NA,1,438,*,57.56,790,2132
09,020,NA,030,004,NA,2,323, ,42.44,790,2132
09,020,NA,030,005,NA,1,739,*,56.28,1336,3239
09,020,NA,030,005,NA,2,574, ,43.72,1336,3239
09,020,NA,030,006,NA,1,1763,*,54.31,3352,7939
09,020,NA,030,006,NA,2,1190, ,36.66,3352,7939
09,020,NA,030,006,NA,3,293, ,9.03,3352,7939
09,020,NA,030,007,NA,1,546,*,100,630,1533
09,020,NA,030,008,NA,1,373,*,57.56,668,1706
09,020,NA,030,008,NA,2,275, ,42.44,668,1706
09,020,NA,040,001,NA,1,982,*,100,1057,3303
09,020,NA,040,002,NA,1,1828,*,100,2049,5084
09,020,NA,040,003,NA,1,608,*,100,635,1645
09,020,NA,040,004,NA,1,2654,*,100,2941,7307
09,020,NA,040,005,NA,1,1730,*,100,1957,5175
09,020,NA,040,006,NA,1,713, ,30.43,2403,6246
09,020,NA,040,006,NA,2,1630,*,69.57,2403,6246
09,020,NA,050,001,NA,1,884,*,100,1050,2796
09,020,NA,050,002,NA,1,379,*,100,444,1403
09,020,NA,050,003,NA,1,341, ,46.78,740,2330
09,020,NA,050,003,NA,2,388,*,53.22,740,2330
09,020,NA,050,004,NA,1,576, ,44.14,1322,3243
09,020,NA,050,004,NA,2,729,*,55.86,1322,3243
09,020,NA,050,005,NA,1,418,*,63.24,677,1634
09,020,NA,050,005,NA,2,243, ,36.76,677,1634
09,020,NA,060,001,NA,1,82,*,100,95,272
09,020,NA,060,002,NA,1,106,*,100,119,289
10,002,NA,010,001,NA,1,1078,*,100,1283,2337
10,002,NA,010,002,NA,1,368, ,45.15,848,1660
10,002,NA,010,002,NA,2,447,*,54.85,848,1660
10,002,NA,010,008,NA,1,874,*,69.7,1302,2026
10,002,NA,010,008,NA,2,380, ,30.3,1302,2026
10,002,NA,010,009,NA,1,677,*,100,859,1242
10,002,NA,010,010,NA,1,1040,*,100,1261,1987
10,002,NA,010,011,NA,1,1002,*,100,1204,2098
10,002,NA,010,012,NA,1,654,*,100,785,1326
10,002,NA,010,013,NA,1,393, ,33.91,1191,1833
10,002,NA,010,013,NA,2,766,*,66.09,1191,1833
10,002,NA,010,014,NA,1,502, ,38.09,1347,2099
10,002,NA,010,014,NA,2,816,*,61.91,1347,2099
10,002,NA,010,015,NA,1,879, ,47.75,1908,3156
10,002,NA,010,015,NA,2,962,*,52.25,1908,3156
10,002,NA,010,016,NA,1,354, ,37.74,963,1392
10,002,NA,010,016,NA,2,359,*,38.27,963,1392
10,002,NA,010,016,NA,3,225, ,23.99,963,1392
10,002,NA,010,017,NA,1,299, ,32.89,953,1724
10,002,NA,010,017,NA,2,610,*,67.11,953,1724
10,002,NA,010,018,NA,1,420, ,46.26,928,1357
10,002,NA,010,018,NA,2,488,*,53.74,928,1357
10,002,NA,010,019,NA,1,449,*,100,559,903
10,002,NA,010,021,NA,1,296, ,31.06,978,1504
10,002,NA,010,021,NA,2,657,*,68.94,978,1504
10,002,NA,010,022,NA,1,542,*,70.12,798,1279
10,002,NA,010,022,NA,2,231, ,29.88,798,1279
10,002,NA,010,023,NA,1,380,*,54.68,723,1077
10,002,NA,010,023,NA,2,315, ,45.32,723,1077
10,002,NA,010,024,NA,1,1447,*,100,1757,2701
10,002,NA,010,025,NA,1,1158,*,100,1266,2015
10,002,NA,010,026,NA,1,1179,*,100,1345,2123
10,002,NA,010,027,NA,1,1547,*,100,1977,3039
10,002,NA,010,028,NA,1,350, ,47.62,755,1085
10,002,NA,010,028,NA,2,385,*,52.38,755,1085
10,002,NA,010,031,NA,1,261, ,47.37,565,860
10,002,NA,010,031,NA,2,290,*,52.63,565,860
10,002,NA,010,032,NA,1,976,*,100,1126,1683
10,002,NA,010,034,NA,1,646,*,100,772,1217
10,002,NA,010,035,NA,1,844,*,54.24,1628,2798
10,002,NA,010,035,NA,2,712, ,45.76,1628,2798
10,002,NA,010,036,NA,1,1102,*,100,1237,2011
10,002,NA,010,037,NA,1,238, ,28.1,882,1486
10,002,NA,010,037,NA,2,609,*,71.9,882,1486
10,002,NA,010,038,NA,1,932, ,38.85,2469,4112
10,002,NA,010,038,NA,2,1467,*,61.15,2469,4112
10,002,NA,010,039,NA,1,522, ,32.32,1712,2844
10,002,NA,010,039,NA,2,1093,*,67.68,1712,2844
10,002,NA,010,040,NA,1,791,*,54.14,1516,2497
10,002,NA,010,040,NA,2,670, ,45.86,1516,2497
10,002,NA,010,041,NA,1,948,*,55.73,1755,2895
10,002,NA,010,041,NA,2,753, ,44.27,1755,2895
10,002,NA,010,042,NA,1,1024,*,61.58,1708,2951
10,002,NA,010,042,NA,2,639, ,38.42,1708,2951
10,002,NA,010,043,NA,1,1301,*,100,1496,2522
10,002,NA,010,044,NA,1,826,*,100,1002,1860
10,002,NA,010,045,NA,1,138, ,27.11,523,723
10,002,NA,010,045,NA,2,371,*,72.89,523,723
10,002,NA,010,046,NA,1,945,*,62.17,1586,2718
10,002,NA,010,046,NA,2,575, ,37.83,1586,2718
10,002,NA,010,047,NA,1,666, ,40.88,1694,2763
10,002,NA,010,047,NA,2,963,*,59.12,1694,2763
10,002,NA,020,004,NA,1,661,*,100,827,1483
10,002,NA,020,005,NA,1,1153,*,63.88,1887,3384
10,002,NA,020,005,NA,2,652, ,36.12,1887,3384
10,002,NA,020,006,NA,1,857,*,54.38,1624,2623
10,002,NA,020,006,NA,2,538, ,34.14,1624,2623
10,002,NA,020,006,NA,3,181, ,11.48,1624,2623
10,002,NA,020,007,NA,1,738,*,42.66,1793,2919
10,002,NA,020,007,NA,2,524, ,30.29,1793,2919
10,002,NA,020,007,NA,3,468, ,27.05,1793,2919
10,002,NA,020,008,NA,1,648,*,48.83,1376,2253
10,002,NA,020,008,NA,2,358, ,26.98,1376,2253
10,002,NA,020,008,NA,3,321, ,24.19,1376,2253
10,002,NA,020,009,NA,1,682,*,100,757,1240
10,002,NA,020,010,NA,1,270, ,30.13,929,1428
10,002,NA,020,010,NA,2,362,*,40.4,929,1428
10,002,NA,020,010,NA,3,264, ,29.46,929,1428
10,002,NA,020,011,NA,1,601,*,100,648,1073
10,002,NA,020,016,NA,1,1054,*,52.26,2094,3441
10,002,NA,020,016,NA,2,963, ,47.74,2094,3441
10,002,NA,020,017,NA,1,791, ,49.81,1645,2713
10,002,NA,020,017,NA,2,797,*,50.19,1645,2713
10,002,NA,020,018,NA,1,1373,*,100,1510,2597
10,002,NA,020,019,NA,1,1846,*,100,1927,3304
10,002,NA,020,020,NA,1,1246,*,100,1467,2481
10,002,NA,020,021,NA,1,269,*,55.81,499,1033
10,002,NA,020,021,NA,2,213, ,44.19,499,1033
10,002,NA,020,022,NA,1,211, ,12.25,1770,2757
10,002,NA,020,022,NA,2,1208,*,70.15,1770,2757
10,002,NA,020,022,NA,3,303, ,17.6,1770,2757
10,002,NA,020,023,NA,1,715, ,45.14,1666,2711
10,002,NA,020,023,NA,2,869,*,54.86,1666,2711
10,002,NA,020,024,NA,1,965, ,44.47,2224,3470
10,002,NA,020,024,NA,2,1205,*,55.53,2224,3470
10,002,NA,020,025,NA,1,336, ,16.81,2044,3233
10,002,NA,020,025,NA,2,745, ,37.27,2044,3233
10,002,NA,020,025,NA,3,918,*,45.92,2044,3233
10,002,NA,020,026,NA,1,397, ,16.58,2467,4113
10,002,NA,020,026,NA,2,924, ,38.6,2467,4113
10,002,NA,020,026,NA,3,1073,*,44.82,2467,4113
10,002,NA,020,027,NA,1,491, ,28.28,1795,2849
10,002,NA,020,027,NA,2,561, ,32.32,1795,2849
10,002,NA,020,027,NA,3,684,*,39.4,1795,2849
10,002,NA,020,028,NA,1,708,*,100,772,1270
10,002,NA,020,029,NA,1,604,*,73.48,843,1284
10,002,NA,020,029,NA,2,218, ,26.52,843,1284
10,002,NA,020,030,NA,1,479,*,100,562,931
10,002,NA,030,001,NA,1,781, ,36.43,2170,3232
10,002,NA,030,001,NA,2,1363,*,63.57,2170,3232
10,002,NA,030,002,NA,1,604,*,100,733,987
10,002,NA,030,003,NA,1,486, ,20.92,2390,3628
10,002,NA,030,003,NA,2,1034,*,44.51,2390,3628
10,002,NA,030,003,NA,3,803, ,34.57,2390,3628
10,002,NA,030,004,NA,1,147, ,23.86,624,808
10,002,NA,030,004,NA,2,101, ,16.4,624,808
10,002,NA,030,004,NA,3,128, ,20.78,624,808
10,002,NA,030,004,NA,4,240,*,38.96,624,808
10,002,NA,030,005,NA,1,525,*,61.98,863,1195
10,002,NA,030,005,NA,2,322, ,38.02,863,1195
10,002,NA,030,007,NA,1,1559,*,100,1926,3017
10,002,NA,030,008,NA,1,394, ,38.63,1045,1437
10,002,NA,030,008,NA,2,626,*,61.37,1045,1437
10,002,NA,030,009,NA,1,1241,*,100,1404,2151
10,002,NA,030,010,NA,1,1151,*,100,1327,2171
10,002,NA,030,011,NA,1,36, ,5.53,660,937
10,002,NA,030,011,NA,2,460,*,70.66,660,937
10,002,NA,030,011,NA,3,155, ,23.81,660,937
10,002,NA,030,012,NA,1,63, ,22.42,287,414
10,002,NA,030,012,NA,2,98, ,34.88,287,414
10,002,NA,030,012,NA,3,120,*,42.7,287,414
10,002,NA,030,013,NA,1,138, ,44.23,321,464
10,002,NA,030,013,NA,2,174,*,55.77,321,464
10,002,NA,030,014,NA,1,200,*,53.19,380,487
10,002,NA,030,014,NA,2,176, ,46.81,380,487
10,002,NA,030,015,NA,1,260,*,100,278,405
10,002,NA,030,016,NA,1,283,*,100,322,536
10,002,NA,030,017,NA,1,91, ,29.17,319,423
10,002,NA,030,017,NA,2,221,*,70.83,319,423
10,002,NA,030,018,NA,1,181, ,30.73,610,856
10,002,NA,030,018,NA,2,408,*,69.27,610,856
10,002,NA,030,019,NA,1,143, ,27.45,533,823
10,002,NA,030,019,NA,2,148, ,28.41,533,823
10,002,NA,030,019,NA,3,230,*,44.15,533,823
10,002,NA,030,020,NA,1,516,*,100,587,991
10,002,NA,030,021,NA,1,357, ,44.51,814,1319
10,002,NA,030,021,NA,2,445,*,55.49,814,1319
10,002,NA,030,022,NA,1,402,*,66.12,615,956
10,002,NA,030,022,NA,2,206, ,33.88,615,956
10,002,NA,030,023,NA,1,326, ,44.97,738,1089
10,002,NA,030,023,NA,2,399,*,55.03,738,1089
10,002,NA,030,024,NA,1,128,*,48.3,272,312
10,002,NA,030,024,NA,2,61, ,23.02,272,312
10,002,NA,030,024,NA,3,76, ,28.68,272,312
10,002,NA,030,025,NA,1,255,*,58.76,454,673
10,002,NA,030,025,NA,2,179, ,41.24,454,673
10,002,NA,030,026,NA,1,302,*,100,341,552
10,002,NA,030,027,NA,1,906,*,60.81,1569,2578
10,002,NA,030,027,NA,2,584, ,39.19,1569,2578
10,002,NA,040,001,NA,1,105,*,43.93,242,290
10,002,NA,040,001,NA,2,70, ,29.29,242,290
10,002,NA,040,001,NA,3,64, ,26.78,242,290
10,002,NA,040,002,NA,1,394,*,100,424,653
10,002,NA,040,003,NA,1,335,*,53.26,640,846
10,002,NA,040,003,NA,2,294, ,46.74,640,846
10,002,NA,040,004,NA,1,220,*,100,231,330
10,002,NA,040,005,NA,1,471,*,51.31,941,1306
10,002,NA,040,005,NA,2,447, ,48.69,941,1306
10,002,NA,040,006,NA,1,382,*,60.06,651,843
10,002,NA,040,006,NA,2,254, ,39.94,651,843
10,002,NA,040,007,NA,1,396,*,100,478,671
10,002,NA,040,008,NA,1,955,*,100,1069,1550
10,002,NA,040,009,NA,1,507,*,54.11,964,1287
10,002,NA,040,009,NA,2,430, ,45.89,964,1287
10,002,NA,040,010,NA,1,263,*,50.19,545,669
10,002,NA,040,010,NA,2,261, ,49.81,545,669
10,002,NA,040,011,NA,1,147,*,40.83,373,458
10,002,NA,040,011,NA,2,40, ,11.11,373,458
10,002,NA,040,011,NA,3,35, ,9.72,373,458
10,002,NA,040,011,NA,4,138, ,38.33,373,458
10,002,NA,040,012,NA,1,167, ,42.6,398,490
10,002,NA,040,012,NA,2,225,*,57.4,398,490
10,002,NA,040,013,NA,1,353,*,100,418,611
10,002,NA,040,014,NA,1,1152,*,100,1268,2000
10,002,NA,040,015,NA,1,1143,*,100,1244,1964
10,002,NA,040,016,NA,1,665, ,48.86,1406,2061
10,002,NA,040,016,NA,2,696,*,51.14,1406,2061
10,002,NA,040,017,NA,1,433,*,63.58,706,905
10,002,NA,040,017,NA,2,248, ,36.42,706,905
10,002,NA,040,018,NA,1,971,*,100,1127,1674
10,002,NA,040,019,NA,1,219, ,38.56,576,679
10,002,NA,040,019,NA,2,349,*,61.44,576,679
10,002,NA,040,020,NA,1,459, ,49.95,941,1252
10,002,NA,040,020,NA,2,460,*,50.05,941,1252
10,002,NA,040,021,NA,1,83, ,12.44,672,880
10,002,NA,040,021,NA,2,294,*,44.08,672,880
10,002,NA,040,021,NA,3,290, ,43.48,672,880
10,002,NA,040,022,NA,1,427,*,59.64,731,981
10,002,NA,040,022,NA,2,289, ,40.36,731,981
10,002,NA,040,023,NA,1,347,*,44.6,793,1056
10,002,NA,040,023,NA,2,88, ,11.31,793,1056
10,002,NA,040,023,NA,3,343, ,44.09,793,1056
10,002,NA,040,024,NA,1,232, ,43.86,545,676
10,002,NA,040,024,NA,2,297,*,56.14,545,676
10,002,NA,050,001,NA,1,548,*,53.73,1041,1505
10,002,NA,050,001,NA,2,472, ,46.27,1041,1505
10,002,NA,050,002,NA,1,876,*,100,1115,1882
10,002,NA,050,003,NA,1,959, ,43.73,2305,3839
10,002,NA,050,003,NA,2,1234,*,56.27,2305,3839
10,002,NA,050,004,NA,1,1172,*,100,1418,2416
10,002,NA,050,005,NA,1,249,*,51.66,490,590
10,002,NA,050,005,NA,2,233, ,48.34,490,590
10,002,NA,050,006,NA,1,761,*,92.8,878,1274
10,002,NA,050,006,NA,2,59, ,7.2,878,1274
10,002,NA,050,007,NA,1,425,*,51.39,847,1154
10,002,NA,050,007,NA,2,402, ,48.61,847,1154
10,002,NA,050,008,NA,1,797,*,100,894,1389
10,002,NA,050,009,NA,1,1087,*,100,1286,2029
10,002,NA,050,010,NA,1,1278,*,100,1516,2303
10,002,NA,050,011,NA,1,168, ,24.1,741,1071
10,002,NA,050,011,NA,2,529,*,75.9,741,1071
10,002,NA,050,012,NA,1,424,*,100,505,800
10,002,NA,050,013,NA,1,489,*,59.56,831,1043
10,002,NA,050,013,NA,2,332, ,40.44,831,1043
10,002,NA,050,014,NA,1,299, ,32.25,958,1348
10,002,NA,050,014,NA,2,628,*,67.75,958,1348
10,002,NA,050,015,NA,1,32, ,1.74,1879,2516
10,002,NA,050,015,NA,2,862, ,46.75,1879,2516
10,002,NA,050,015,NA,3,77, ,4.18,1879,2516
10,002,NA,050,015,NA,4,873,*,47.34,1879,2516
10,002,NA,050,016,NA,1,1087,*,47.14,2394,3281
10,002,NA,050,016,NA,2,685, ,29.71,2394,3281
10,002,NA,050,016,NA,3,534, ,23.16,2394,3281
10,002,NA,050,017,NA,1,251, ,33.6,760,923
10,002,NA,050,017,NA,2,496,*,66.4,760,923
10,002,NA,050,018,NA,1,165, ,48.53,340,409
10,002,NA,050,018,NA,2,175,*,51.47,340,409
10,002,NA,060,001,NA,1,418, ,27.43,1649,2575
10,002,NA,060,001,NA,2,1106,*,72.57,1649,2575
10,002,NA,060,002,NA,1,994,*,100,1135,1886
10,002,NA,060,003,NA,1,218, ,37.33,610,894
10,002,NA,060,003,NA,2,366,*,62.67,610,894
10,002,NA,060,004,NA,1,316, ,46.06,706,915
10,002,NA,060,004,NA,2,370,*,53.94,706,915
10,002,NA,060,005,NA,1,307, ,27.1,1166,1565
10,002,NA,060,005,NA,2,826,*,72.9,1166,1565
10,002,NA,060,006,NA,1,904,*,100,1007,1430
10,002,NA,060,007,NA,1,299, ,47.76,633,771
10,002,NA,060,007,NA,2,327,*,52.24,633,771
10,002,NA,060,008,NA,1,1267,*,100,1348,2329
10,002,NA,060,009,NA,1,710,*,100,812,1526
10,002,NA,060,010,NA,1,435, ,49.32,911,1228
10,002,NA,060,010,NA,2,447,*,50.68,911,1228
10,002,NA,060,011,NA,1,813,*,51.72,1621,2217
10,002,NA,060,011,NA,2,759, ,48.28,1621,2217
10,002,NA,060,012,NA,1,472,*,59.45,808,1053
10,002,NA,060,012,NA,2,322, ,40.55,808,1053
10,002,NA,060,013,NA,1,1018,*,100,1110,1671
10,002,NA,060,014,NA,1,424,*,53.4,819,1093
10,002,NA,060,014,NA,2,370, ,46.6,819,1093
10,002,NA,070,001,NA,1,1653,*,50.26,3459,5704
10,002,NA,070,001,NA,2,1636, ,49.74,3459,5704
10,002,NA,070,002,NA,1,563, ,41.7,1397,2108
10,002,NA,070,002,NA,2,787,*,58.3,1397,2108
10,002,NA,070,003,NA,1,577,*,51.33,1160,1637
10,002,NA,070,003,NA,2,547, ,48.67,1160,1637
10,002,NA,070,004,NA,1,565,*,55.89,1036,1443
10,002,NA,070,004,NA,2,446, ,44.11,1036,1443
10,002,NA,070,005,NA,1,950,*,100,1133,1873
10,002,NA,070,006,NA,1,606,*,100,760,1225
10,002,NA,070,007,NA,1,445, ,49.89,929,1398
10,002,NA,070,007,NA,2,447,*,50.11,929,1398
10,002,NA,070,008,NA,1,307,*,100,337,562
10,002,NA,070,009,NA,1,877,*,100,970,1737
10,002,NA,070,010,NA,1,215, ,26.48,830,1246
10,002,NA,070,010,NA,2,236, ,29.06,830,1246
10,002,NA,070,010,NA,3,361,*,44.46,830,1246
10,002,NA,070,011,NA,1,505, ,37.24,1402,2168
10,002,NA,070,011,NA,2,851,*,62.76,1402,2168
10,002,NA,070,012,NA,1,1084,*,100,1213,2290
10,002,NA,070,013,NA,1,513,*,100,568,839
10,002,NA,070,014,NA,1,238, ,37.84,648,896
10,002,NA,070,014,NA,2,391,*,62.16,648,896
10,002,NA,070,015,NA,1,365,*,54.8,686,950
10,002,NA,070,015,NA,2,301, ,45.2,686,950
10,002,NA,070,016,NA,1,753,*,100,877,1274
10,002,NA,080,001,NA,1,496,*,58.42,869,1274
10,002,NA,080,001,NA,2,353, ,41.58,869,1274
10,002,NA,080,002,NA,1,934,*,100,1036,1549
10,002,NA,080,003,NA,1,189, ,26.43,738,1111
10,002,NA,080,003,NA,2,526,*,73.57,738,1111
10,002,NA,080,004,NA,1,473,*,100,541,862
10,002,NA,080,005,NA,1,282, ,44.83,640,851
10,002,NA,080,005,NA,2,347,*,55.17,640,851
10,002,NA,080,006,NA,1,472, ,49.68,971,1350
10,002,NA,080,006,NA,2,478,*,50.32,971,1350
10,002,NA,080,007,NA,1,739, ,43.09,1803,2813
10,002,NA,080,007,NA,2,976,*,56.91,1803,2813
10,002,NA,080,008,NA,1,958,*,52.26,1883,2855
10,002,NA,080,008,NA,2,875, ,47.74,1883,2855
10,002,NA,080,009,NA,1,313,*,69.71,458,666
10,002,NA,080,009,NA,2,136, ,30.29,458,666
10,002,NA,080,010,NA,1,401,*,100,448,669
10,002,NA,080,011,NA,1,910,*,100,993,1468
10,002,NA,080,012,NA,1,433,*,100,508,811
10,002,NA,080,013,NA,1,733,*,100,802,1442
10,002,NA,080,014,NA,1,264,*,100,286,432
10,002,NA,080,015,NA,1,672, ,25.46,2728,4795
10,002,NA,080,015,NA,2,270, ,10.23,2728,4795
10,002,NA,080,015,NA,3,1697,*,64.3,2728,4795
10,002,NA,080,016,NA,1,761, ,43.99,1792,3069
10,002,NA,080,016,NA,2,969,*,56.01,1792,3069
10,002,NA,080,017,NA,1,1214,*,50.21,2557,4397
10,002,NA,080,017,NA,2,1204, ,49.79,2557,4397
10,002,NA,080,018,NA,1,1096,*,50.14,2282,3668
10,002,NA,080,018,NA,2,1090, ,49.86,2282,3668
10,002,NA,080,019,NA,1,1439,*,100,1523,2502
10,002,NA,080,020,NA,1,172, ,27.83,642,1030
10,002,NA,080,020,NA,2,273,*,44.17,642,1030
10,002,NA,080,020,NA,3,173, ,27.99,642,1030
10,002,NA,080,021,NA,1,218, ,15.35,1484,2397
10,002,NA,080,021,NA,2,636,*,44.79,1484,2397
10,002,NA,080,021,NA,3,566, ,39.86,1484,2397
10,002,NA,080,022,NA,1,493, ,46.38,1096,1649
10,002,NA,080,022,NA,2,570,*,53.62,1096,1649
10,002,NA,080,023,NA,1,985,*,100,1064,1716
10,002,NA,080,024,NA,1,284,*,58.08,505,726
10,002,NA,080,024,NA,2,205, ,41.92,505,726
10,002,NA,090,001,NA,1,657,*,51.81,1301,2016
10,002,NA,090,001,NA,2,611, ,48.19,1301,2016
10,002,NA,090,002,NA,1,1002,*,100,1122,1864
10,002,NA,090,003,NA,1,702, ,44.01,1631,2575
10,002,NA,090,003,NA,2,893,*,55.99,1631,2575
10,002,NA,090,004,NA,1,876,*,100,962,1526
10,002,NA,090,005,NA,1,706,*,100,783,1339
10,002,NA,090,006,NA,1,555,*,38.41,1509,2478
10,002,NA,090,006,NA,2,98, ,6.78,1509,2478
10,002,NA,090,006,NA,3,372, ,25.74,1509,2478
10,002,NA,090,006,NA,4,420, ,29.07,1509,2478
10,002,NA,090,007,NA,1,980,*,100,1076,1751
10,002,NA,090,008,NA,1,1873,*,100,2102,3600
10,002,NA,090,009,NA,1,1706,*,100,1995,3611
10,002,NA,090,010,NA,1,1511,*,100,1825,3163
10,002,NA,090,011,NA,1,295, ,29.86,1017,1575
10,002,NA,090,011,NA,2,693,*,70.14,1017,1575
10,002,NA,090,012,NA,1,393, ,40.81,976,1370
10,002,NA,090,012,NA,2,175, ,18.17,976,1370
10,002,NA,090,012,NA,3,395,*,41.02,976,1370
10,002,NA,090,013,NA,1,706,*,67.62,1092,1879
10,002,NA,090,013,NA,2,338, ,32.38,1092,1879
10,002,NA,090,014,NA,1,829, ,45.33,1879,3104
10,002,NA,090,014,NA,2,1000,*,54.67,1879,3104
10,002,NA,090,015,NA,1,666,*,41.34,1660,2678
10,002,NA,090,015,NA,2,116, ,7.2,1660,2678
10,002,NA,090,015,NA,3,323, ,20.05,1660,2678
10,002,NA,090,015,NA,4,506, ,31.41,1660,2678
10,002,NA,100,001,NA,1,57, ,32.2,178,216
10,002,NA,100,001,NA,2,120,*,67.8,178,216
10,002,NA,100,002,NA,1,284,*,100,322,446
10,002,NA,100,003,NA,1,344,*,60.25,579,731
10,002,NA,100,003,NA,2,227, ,39.75,579,731
10,002,NA,100,004,NA,1,143, ,31.85,458,564
10,002,NA,100,004,NA,2,176,*,39.2,458,564
10,002,NA,100,004,NA,3,130, ,28.95,458,564
10,002,NA,100,005,NA,1,173,*,51.49,341,433
10,002,NA,100,005,NA,2,163, ,48.51,341,433
10,002,NA,100,006,NA,1,495,*,71.43,706,1113
10,002,NA,100,006,NA,2,198, ,28.57,706,1113
10,002,NA,100,007,NA,1,124, ,17.79,714,1098
10,002,NA,100,007,NA,2,573,*,82.21,714,1098
10,002,NA,100,008,NA,1,212, ,36.3,594,817
10,002,NA,100,008,NA,2,372,*,63.7,594,817
10,002,NA,100,009,NA,1,364,*,51.2,732,1314
10,002,NA,100,009,NA,2,347, ,48.8,732,1314
10,002,NA,100,010,NA,1,1516,*,57.56,2719,4215
10,002,NA,100,010,NA,2,1118, ,42.44,2719,4215
10,002,NA,100,011,NA,1,540,*,100,607,885
10,002,NA,100,012,NA,1,335,*,100,373,565
10,002,NA,100,013,NA,1,266,*,74.72,364,508
10,002,NA,100,013,NA,2,90, ,25.28,364,508
10,002,NA,100,014,NA,1,304,*,56.93,553,719
10,002,NA,100,014,NA,2,230, ,43.07,553,719
