選舉區,姓名,性別,出生年月日,推薦之政黨,抽籤號次,公職類別
新竹市第2選舉區,許修睿,男,055/07/11,中國國民黨,4,縣市議員
新竹市第2選舉區,施乃如,女,066/11/15,民主進步黨,5,縣市議員
新竹市第2選舉區,徐美惠,女,065/09/08,中國國民黨,6,縣市議員
新竹市第2選舉區,黃立達,男,059/12/24,無,7,縣市議員
新竹市第2選舉區,何佳樺,女,053/05/17,無,8,縣市議員
新竹市第2選舉區,許登淇,男,074/10/26,台灣民眾黨,9,縣市議員
新竹市第2選舉區,陳鶴文,男,080/03/14,時代力量,10,縣市議員
新竹市第3選舉區,陳建名,男,074/07/20,民主進步黨,1,縣市議員
新竹市第3選舉區,施淑婷,女,076/05/01,台灣民眾黨,2,縣市議員
新竹市第3選舉區,陳治雄,男,048/04/23,中國國民黨,3,縣市議員
新竹市第4選舉區,林彥甫,男,078/11/28,時代力量,1,縣市議員
新竹市第4選舉區,孫鍚洲,男,045/08/19,無,2,縣市議員
新竹市第4選舉區,蔡文盛,男,065/07/20,台灣民眾黨,3,縣市議員
新竹市第4選舉區,顏政德,男,054/11/11,無,4,縣市議員
新竹市第4選舉區,劉康彥,男,077/02/25,民主進步黨,5,縣市議員
新竹市第4選舉區,黃美慧,女,057/03/15,中國國民黨,6,縣市議員
新竹市第4選舉區,彭昆耀,男,040/09/09,無,7,縣市議員
新竹市第4選舉區,蕭志潔,女,049/07/30,中國國民黨,8,縣市議員
新竹市第4選舉區,黃世禮,男,052/01/08,無,9,縣市議員
新竹市第4選舉區,楊玲宜,女,072/12/09,民主進步黨,10,縣市議員
新竹市第4選舉區,鄭慶欽,男,054/12/04,無,11,縣市議員
新竹市第4選舉區,曾泰程,男,064/08/12,無,12,縣市議員
新竹市第4選舉區,陳清全,男,038/01/28,無,13,縣市議員
新竹市第4選舉區,吳旭豐,男,075/03/06,中國國民黨,14,縣市議員
新竹市第5選舉區,陳慶齡,男,061/08/28,中國國民黨,1,縣市議員
新竹市第5選舉區,林盈徹,男,069/10/17,民主進步黨,2,縣市議員
新竹市第5選舉區,葉國文,男,061/11/12,台灣民眾黨,3,縣市議員
新竹市第5選舉區,廖子齊,女,074/07/16,時代力量,4,縣市議員
新竹市第5選舉區,吳國寶,男,059/02/06,無,5,縣市議員
新竹市第5選舉區,劉昊禮,男,077/12/29,無,6,縣市議員
新竹市第5選舉區,陳啓源,男,055/08/26,無,7,縣市議員
新竹市第5選舉區,鄭成光,男,038/04/05,無,8,縣市議員
新竹市第5選舉區,曾沛騰,男,063/08/21,無,9,縣市議員
新竹市第6選舉區,林慈愛,女,061/08/24,中國國民黨,1,縣市議員
嘉義市第1選舉區,林瑞霞,女,043/05/05,無,1,縣市議員
嘉義市第1選舉區,蔡永泉,男,041/01/21,台灣團結聯盟,2,縣市議員
嘉義市第1選舉區,張榮藏,男,031/07/05,無,3,縣市議員
嘉義市第1選舉區,陳家平,男,057/01/02,中國國民黨,4,縣市議員
嘉義市第1選舉區,傅大偉,男,052/04/29,中國國民黨,5,縣市議員
嘉義市第1選舉區,黃盈智,男,061/01/25,民主進步黨,6,縣市議員
嘉義市第1選舉區,郭文居,男,066/10/20,無,7,縣市議員
嘉義市第1選舉區,凌子楚,男,054/09/19,民主進步黨,8,縣市議員
嘉義市第1選舉區,梁樹綸,男,074/02/12,中國國民黨,9,縣市議員
嘉義市第1選舉區,郭定緯,男,082/12/10,中國國民黨,10,縣市議員
嘉義市第1選舉區,黃露慧,女,056/01/13,民主進步黨,11,縣市議員
嘉義市第1選舉區,林昱孜,女,079/12/10,台灣民眾黨,12,縣市議員
嘉義市第1選舉區,張敏琪,女,062/04/27,中國國民黨,13,縣市議員
嘉義市第1選舉區,顏色不分藍綠支持性專區顏色田慎節,女,078/07/06,無,14,縣市議員
嘉義市第1選舉區,吳家慧,女,060/01/30,無,15,縣市議員
嘉義市第1選舉區,翁渙瑤,男,077/09/09,台灣基進,16,縣市議員
嘉義市第1選舉區,李奕德,男,072/03/11,無,17,縣市議員
嘉義市第1選舉區,戴寧,女,071/02/23,無,18,縣市議員
嘉義市第2選舉區,李忠曆,男,054/05/30,無,1,縣市議員
嘉義市第2選舉區,黃大祐,男,059/06/09,民主進步黨,2,縣市議員
嘉義市第2選舉區,黃敏修,男,056/12/02,民主進步黨,3,縣市議員
嘉義市第2選舉區,蘇澤峰,男,073/07/06,無,4,縣市議員
嘉義市第2選舉區,許明對,男,061/03/19,民主進步黨,5,縣市議員
嘉義市第2選舉區,洪瑋庭,女,076/05/06,台灣基進,6,縣市議員
嘉義市第2選舉區,張閔舜,男,077/02/10,中國國民黨,7,縣市議員
嘉義市第2選舉區,王浩,男,079/03/13,時代力量,8,縣市議員
嘉義市第2選舉區,蘇慶良,男,062/02/04,中國國民黨,9,縣市議員
嘉義市第2選舉區,莊豐安,男,054/03/16,無,10,縣市議員
嘉義市第2選舉區,林煒軒,男,085/06/10,民主進步黨,11,縣市議員
嘉義市第2選舉區,陳品蓁,女,052/04/01,民主進步黨,12,縣市議員
嘉義市第2選舉區,張秀華,女,046/09/26,中國國民黨,13,縣市議員
嘉義市第2選舉區,孫貫志,男,049/03/03,無,14,縣市議員
嘉義市第2選舉區,林雪峰,女,058/08/10,中國國民黨,15,縣市議員
嘉義市第2選舉區,陳姿妏,女,051/08/19,無,16,縣市議員
嘉義市第2選舉區,李錦洋,男,055/01/23,無,17,縣市議員
嘉義市第2選舉區,黃思婷,女,076/12/30,無,18,縣市議員
嘉義市第2選舉區,蔡文旭,男,052/07/02,民主進步黨,19,縣市議員
嘉義市第2選舉區,鄭光宏,男,068/02/11,中國國民黨,20,縣市議員
嘉義市第2選舉區,王冠鈞,男,086/10/19,無,21,縣市議員
嘉義市第2選舉區,蔡坤叡,男,075/02/28,無,22,縣市議員
新竹縣,黃秀龍,男,049/06/02,無,1,縣市長
新竹縣,范振揆,男,060/02/24,無,2,縣市長
新竹縣,周江杰,男,069/07/15,民主進步黨,3,縣市長
新竹縣,楊文科,男,040/03/22,中國國民黨,4,縣市長
新竹縣,劉復嵐,男,063/05/09,無,5,縣市長
苗栗縣,鍾東錦,男,052/01/02,無,1,縣市長
苗栗縣,謝福弘,男,045/09/10,中國國民黨,2,縣市長
苗栗縣,吳盛聖,男,068/08/02,無,3,縣市長
苗栗縣,徐定禎,男,050/01/03,民主進步黨,4,縣市長
苗栗縣,宋國鼎,男,070/01/22,時代力量,5,縣市長
彰化縣,王惠美,女,057/11/22,中國國民黨,1,縣市長
彰化縣,黃秀芳,女,060/11/10,民主進步黨,2,縣市長
彰化縣,蕭仁正,男,042/06/03,無,3,縣市長
南投縣,蔡培慧,女,060/09/02,民主進步黨,1,縣市長
南投縣,許淑華,女,064/10/15,中國國民黨,2,縣市長
南投縣,王永慶,男,051/10/24,無,3,縣市長
雲林縣,張麗善,女,053/01/01,中國國民黨,1,縣市長
雲林縣,劉建國,男,058/03/09,民主進步黨,2,縣市長
雲林縣,林佳瑜,男,048/04/06,無,3,縣市長
嘉義縣,王育敏,女,060/04/11,中國國民黨,1,縣市長
嘉義縣,翁章梁,男,054/05/28,民主進步黨,2,縣市長
屏東縣,詹智鈞,男,065/09/01,時代力量,1,縣市長
屏東縣,蘇清泉,男,046/08/05,中國國民黨,2,縣市長
屏東縣,周春米,女,055/11/01,民主進步黨,3,縣市長
宜蘭縣,林姿妙,女,041/01/28,中國國民黨,1,縣市長
宜蘭縣,朱振東,男,042/08/12,天一黨,2,縣市長
宜蘭縣,許鋐哲,男,038/11/30,無,3,縣市長
宜蘭縣,陳秋境,男,052/01/08,無,4,縣市長
宜蘭縣,江淵,男,058/10/23,民主進步黨,5,縣市長
宜蘭縣,陳琬惠,女,063/09/11,台灣民眾黨,6,縣市長
花蓮縣,徐榛蔚,女,057/10/12,中國國民黨,1,縣市長
花蓮縣,黄師鵬,男,046/07/18,無,2,縣市長
花蓮縣,谷辣斯．尤達卡 Kolas Yotaka,女,063/03/17,民主進步黨,3,縣市長
臺東縣,陳長宏,男,054/08/25,無,1,縣市長
臺東縣,饒慶鈴,女,058/11/23,中國國民黨,2,縣市長
臺東縣,劉櫂豪,男,056/02/02,民主進步黨,3,縣市長
澎湖縣,陳光復,男,044/10/25,民主進步黨,1,縣市長
澎湖縣,賴峰偉,男,042/09/20,中國國民黨,2,縣市長
澎湖縣,葉竹林,男,051/01/06,無,3,縣市長
金門縣,李應文,男,068/04/12,無,1,縣市長
金門縣,朱紀瑋,男,050/02/18,龍黨,2,縣市長
金門縣,林志錦,男,061/05/07,無,3,縣市長
金門縣,楊鎮浯,男,061/06/26,中國國民黨,4,縣市長
金門縣,陳福海,男,052/06/03,無,5,縣市長
金門縣,洪志恒,男,057/10/07,無,6,縣市長
連江縣,李問,男,078/03/04,民主進步黨,1,縣市長
連江縣,曹爾元,男,047/06/26,中國國民黨,2,縣市長
連江縣,王忠銘,男,047/02/27,中國國民黨,3,縣市長
基隆市,謝國樑,男,064/10/05,中國國民黨,1,縣市長
基隆市,陳薇仲,女,079/10/07,時代力量,2,縣市長
基隆市,蔡適應,男,062/06/14,民主進步黨,3,縣市長
基隆市,曾國民,男,051/01/27,無,4,縣市長
基隆市,黃希賢,男,054/10/07,無,5,縣市長
新竹市,黃源甫,男,043/05/26,無,1,縣市長
新竹市,龔偉綸,男,071/05/26,無,2,縣市長
新竹市,林耕仁,男,049/11/30,中國國民黨,3,縣市長
新竹市,李驥羣,男,045/02/15,無,4,縣市長
新竹市,沈慧虹,女,056/03/03,民主進步黨,5,縣市長
新竹市,高虹安,女,073/01/25,台灣民眾黨,6,縣市長
新竹縣竹北市第1選舉區,范格菱,女,083/12/23,民主進步黨,1,鄉鎮市民代表
新竹縣竹北市第1選舉區,張美珠,女,047/11/01,無,2,鄉鎮市民代表
新竹縣竹北市第1選舉區,林祺烜,男,049/12/20,無,3,鄉鎮市民代表
新竹縣竹北市第1選舉區,吳信諭,男,075/05/09,中國國民黨,4,鄉鎮市民代表
新竹縣竹北市第1選舉區,林俊智,男,071/09/14,台灣民眾黨,5,鄉鎮市民代表
新竹縣竹北市第1選舉區,戴佩如,女,071/09/20,中國國民黨,6,鄉鎮市民代表
新竹縣竹北市第1選舉區,范佩瑤,女,070/08/23,無,7,鄉鎮市民代表
新竹縣竹北市第1選舉區,張志偉,男,073/03/14,綠黨,8,鄉鎮市民代表
新竹縣竹北市第1選舉區,彭竣志,男,075/06/14,無,9,鄉鎮市民代表
新竹縣竹北市第1選舉區,陳金湟,男,058/05/15,無,10,鄉鎮市民代表
新竹縣竹北市第1選舉區,范光禮,男,058/02/19,無,11,鄉鎮市民代表
新竹縣竹北市第1選舉區,洪瑞瑾,女,071/11/24,無,12,鄉鎮市民代表
新竹縣竹北市第1選舉區,賴開隆,男,055/10/24,中國國民黨,13,鄉鎮市民代表
新竹縣竹北市第1選舉區,陳禹同,男,075/05/08,無,14,鄉鎮市民代表
新竹縣竹北市第1選舉區,楊朝凱,男,068/09/13,無,15,鄉鎮市民代表
新竹縣竹北市第1選舉區,陳秀玲,女,066/04/17,無,16,鄉鎮市民代表
新竹縣竹北市第1選舉區,林維洲,男,049/04/10,中國國民黨,17,鄉鎮市民代表
新竹縣竹北市第1選舉區,曾玉菱,女,079/11/13,民主進步黨,18,鄉鎮市民代表
新竹縣竹北市第1選舉區,陳昭志,男,065/07/21,無,19,鄉鎮市民代表
新竹縣竹北市第1選舉區,林宇洋,男,060/04/19,中國國民黨,20,鄉鎮市民代表
新竹縣竹北市第2選舉區,黃楷傑,男,075/03/12,無,1,鄉鎮市民代表
新竹縣竹北市第2選舉區,徐水鐘,男,043/06/10,無,2,鄉鎮市民代表
新竹縣竹北市第2選舉區,江宥德,男,070/12/06,無,3,鄉鎮市民代表
新竹縣竹北市第2選舉區,游雅婷,女,070/05/24,台灣民眾黨,4,鄉鎮市民代表
新竹縣竹北市第2選舉區,曾美琴,女,040/02/28,中國國民黨,5,鄉鎮市民代表
新竹縣竹北市第2選舉區,鄭建村,男,050/11/13,無,6,鄉鎮市民代表
新竹縣竹北市第2選舉區,曾慶煒,男,055/02/21,無,7,鄉鎮市民代表
新竹縣竹北市第2選舉區,邵啟月,女,088/09/23,民主進步黨,8,鄉鎮市民代表
新竹縣竹北市第2選舉區,陳意銓,男,047/07/01,無,9,鄉鎮市民代表
新竹縣竹北市第2選舉區,林啟賢,男,054/12/22,中國國民黨,10,鄉鎮市民代表
新竹縣竹北市第2選舉區,楊瑞蘭,女,055/12/30,無,11,鄉鎮市民代表
新竹縣竹北市第2選舉區,何宜芯,女,076/04/10,無,12,鄉鎮市民代表
新竹縣竹北市第2選舉區,湯宏正,男,071/10/25,無,13,鄉鎮市民代表
新竹縣竹北市第3選舉區,葉信輝,男,063/05/02,中國國民黨,1,鄉鎮市民代表
新竹縣竹北市第3選舉區,江瑩林,男,050/04/05,無,2,鄉鎮市民代表
新竹縣竹北市第3選舉區,鄭慶源,男,056/07/07,無,3,鄉鎮市民代表
新竹縣竹北市第4選舉區,蔡文苑,男,063/12/07,無,1,鄉鎮市民代表
新竹縣竹北市第4選舉區,黃俊憲,男,071/10/14,無,2,鄉鎮市民代表
新竹縣竹北市第4選舉區,曾祐宸,男,074/01/21,無,3,鄉鎮市民代表
新竹縣竹東鎮第1選舉區,陳芳畇,女,052/11/21,無,1,鄉鎮市民代表
新竹縣竹東鎮第1選舉區,梁鐘銘,男,054/07/06,無,2,鄉鎮市民代表
新竹縣竹東鎮第1選舉區,蕭雲浪,男,040/07/31,中國國民黨,3,鄉鎮市民代表
新竹縣竹東鎮第1選舉區,彭金賢,男,039/10/02,中國國民黨,4,鄉鎮市民代表
新竹縣竹東鎮第2選舉區,陳達琳,男,045/02/20,無,1,鄉鎮市民代表
新竹縣竹東鎮第2選舉區,陳役州,男,037/05/14,中國國民黨,2,鄉鎮市民代表
新竹縣竹東鎮第2選舉區,葉日嘉,男,069/01/01,無,3,鄉鎮市民代表
新竹縣竹東鎮第2選舉區,范國威,男,065/03/07,中國國民黨,4,鄉鎮市民代表
新竹縣竹東鎮第3選舉區,葉姵宇,女,054/02/01,中國國民黨,1,鄉鎮市民代表
新竹縣竹東鎮第3選舉區,陳昌平,男,054/11/07,無,2,鄉鎮市民代表
新竹縣竹東鎮第3選舉區,蕭文甫,男,072/11/21,無,3,鄉鎮市民代表
新竹縣竹東鎮第3選舉區,李秀容,女,050/07/20,無,4,鄉鎮市民代表
新竹縣竹東鎮第3選舉區,賴送能,男,057/08/08,無,5,鄉鎮市民代表
新竹縣竹東鎮第3選舉區,劉興涼,男,046/10/27,中國國民黨,6,鄉鎮市民代表
新竹縣竹東鎮第4選舉區,吳俊民,男,067/01/29,無,1,鄉鎮市民代表
新竹縣竹東鎮第4選舉區,麥美芝,女,062/01/10,無,2,鄉鎮市民代表
新竹縣竹東鎮第4選舉區,吳棋鴻,男,051/08/16,無,3,鄉鎮市民代表
新竹縣竹東鎮第4選舉區,陳志勇,男,057/04/02,中國國民黨,4,鄉鎮市民代表
新竹縣竹東鎮第4選舉區,林朝政,男,058/12/02,無,5,鄉鎮市民代表
新竹縣竹東鎮第4選舉區,徐呂麗琴,女,050/04/07,無,6,鄉鎮市民代表
新竹縣竹東鎮第4選舉區,鍾心渝,女,063/11/04,台灣民眾黨,7,鄉鎮市民代表
新竹縣竹東鎮第4選舉區,林裙靜,女,086/04/19,綠黨,8,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,劉得宇,男,076/01/24,無,1,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,姜鳳秋,女,050/05/20,無,2,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,林月琴,女,062/05/29,無,3,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,林祺棠,男,059/01/20,無,4,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,陳賢榮,男,041/09/16,中國國民黨,5,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,劉禎忠,男,060/12/03,無,6,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,鄧永勝,男,045/03/16,無,7,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,張源勝,男,040/07/31,無,8,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,葉明輝,男,062/12/29,無,9,鄉鎮市民代表
新竹縣新埔鎮第1選舉區,張秀桃,女,046/02/03,無,10,鄉鎮市民代表
新竹縣新埔鎮第2選舉區,馮天鍾,男,061/05/20,無,1,鄉鎮市民代表
新竹縣新埔鎮第2選舉區,彭成茂,男,049/10/25,無,2,鄉鎮市民代表
新竹縣新埔鎮第2選舉區,范振葵,男,043/12/25,無,3,鄉鎮市民代表
新竹縣新埔鎮第2選舉區,朱文良,男,059/09/29,無,4,鄉鎮市民代表
新竹縣新埔鎮第3選舉區,蔡錦堂,男,048/07/02,無,1,鄉鎮市民代表
新竹縣新埔鎮第3選舉區,陳東勇,男,042/11/20,無,2,鄉鎮市民代表
新竹縣新埔鎮第3選舉區,王增基,男,050/11/01,無,3,鄉鎮市民代表
新竹縣新埔鎮第4選舉區,林益賢,男,056/02/21,無,1,鄉鎮市民代表
新竹縣新埔鎮第4選舉區,邱炳戊,男,050/01/01,無,2,鄉鎮市民代表
新竹縣新埔鎮第4選舉區,陳宣蒼,男,051/07/04,無,3,鄉鎮市民代表
新竹縣關西鎮第1選舉區,邱霈語,女,061/10/17,中國國民黨,1,鄉鎮市民代表
新竹縣關西鎮第1選舉區,林東旺,男,063/11/30,無,2,鄉鎮市民代表
新竹縣關西鎮第1選舉區,鍾國強,男,063/09/14,民主進步黨,3,鄉鎮市民代表
新竹縣關西鎮第1選舉區,張秋竹,女,061/11/20,無,4,鄉鎮市民代表
新竹縣關西鎮第1選舉區,羅仕典,男,065/10/08,無,5,鄉鎮市民代表
新竹縣關西鎮第1選舉區,陳忠國,男,060/04/01,中國國民黨,6,鄉鎮市民代表
新竹縣關西鎮第1選舉區,彭兆銘,男,051/03/01,無,7,鄉鎮市民代表
新竹縣關西鎮第1選舉區,詹羅燈,男,054/08/21,無,8,鄉鎮市民代表
新竹縣關西鎮第2選舉區,羅智仁,男,072/03/11,無,1,鄉鎮市民代表
新竹縣關西鎮第2選舉區,周得熙,男,069/04/07,無,2,鄉鎮市民代表
新竹縣關西鎮第2選舉區,蔡睿騰,男,075/08/20,無,3,鄉鎮市民代表
新竹縣關西鎮第2選舉區,彭鋆騏,男,071/08/21,無,4,鄉鎮市民代表
新竹縣關西鎮第2選舉區,陳盛德,男,054/05/18,無,5,鄉鎮市民代表
新竹縣關西鎮第2選舉區,羅吉仁,男,063/08/24,無,6,鄉鎮市民代表
新竹縣關西鎮第2選舉區,呂煥理,男,045/05/22,無,7,鄉鎮市民代表
新竹縣關西鎮第2選舉區,葉來富,男,039/02/19,無,8,鄉鎮市民代表
新竹縣關西鎮第3選舉區,葉雲凱,男,060/12/29,無,1,鄉鎮市民代表
新竹縣關西鎮第3選舉區,連忠進,男,048/07/01,無,2,鄉鎮市民代表
新竹縣關西鎮第4選舉區,葉文燈,男,049/04/28,無,1,鄉鎮市民代表
新竹縣關西鎮第4選舉區,黃淼霖,男,057/05/07,中國國民黨,2,鄉鎮市民代表
新竹縣關西鎮第4選舉區,李常棟,男,044/03/16,無,3,鄉鎮市民代表
新竹縣關西鎮第4選舉區,范良宇,男,055/06/26,無,4,鄉鎮市民代表
新竹縣關西鎮第4選舉區,嚴永海,男,059/06/01,無,5,鄉鎮市民代表
新竹縣湖口鄉第1選舉區,張春香,女,045/03/05,中國國民黨,1,鄉鎮市民代表
新竹縣湖口鄉第1選舉區,巫光生,男,059/02/22,中國國民黨,2,鄉鎮市民代表
新竹縣湖口鄉第1選舉區,羅國湧,男,064/08/23,勞動黨,3,鄉鎮市民代表
新竹縣湖口鄉第1選舉區,陳基曜,男,057/10/09,無,4,鄉鎮市民代表
新竹縣湖口鄉第2選舉區,袁美雲,女,049/02/27,中國國民黨,1,鄉鎮市民代表
新竹縣湖口鄉第2選舉區,羅瑞珠,女,041/02/10,中國國民黨,2,鄉鎮市民代表
新竹縣湖口鄉第2選舉區,林春峯,男,059/01/15,中國國民黨,3,鄉鎮市民代表
新竹縣湖口鄉第2選舉區,鄭家欣,女,058/09/05,無,4,鄉鎮市民代表
新竹縣湖口鄉第2選舉區,湯文忠,男,065/10/11,無,5,鄉鎮市民代表
新竹縣湖口鄉第2選舉區,戴貴香,男,058/04/09,中國國民黨,6,鄉鎮市民代表
新竹縣湖口鄉第2選舉區,葉時優,男,052/04/12,中國國民黨,7,鄉鎮市民代表
新竹縣湖口鄉第2選舉區,吳德富,男,048/10/28,無,8,鄉鎮市民代表
新竹縣湖口鄉第3選舉區,周德竹,男,036/10/31,中國國民黨,1,鄉鎮市民代表
新竹縣湖口鄉第3選舉區,古鴻爕,男,058/12/03,無,2,鄉鎮市民代表
新竹縣湖口鄉第3選舉區,翁紹軒,男,066/06/16,中國國民黨,3,鄉鎮市民代表
新竹縣湖口鄉第3選舉區,張衡堂,男,045/08/20,中國國民黨,4,鄉鎮市民代表
