選舉區,姓名,性別,參選年齡,推薦之政黨,抽籤號次,公職類別
彰化縣第8選舉區,張國棟,男,64,中國國民黨,6,縣市議員
彰化縣第8選舉區,陳一惇,男,48,中國國民黨,7,縣市議員
彰化縣第9選舉區,陳榮妹,女,59,中國國民黨,1,縣市議員
彰化縣第9選舉區,張新男,男,61,無,2,縣市議員
南投縣第1選舉區,洪明科,男,51,無,1,縣市議員
南投縣第1選舉區,王燕珠,女,60,無,2,縣市議員
南投縣第1選舉區,林憶如,女,46,中國國民黨,3,縣市議員
南投縣第1選舉區,洪浩原,男,37,中國國民黨,4,縣市議員
南投縣第1選舉區,沈夙崢,女,34,民主進步黨,5,縣市議員
南投縣第1選舉區,紀百鍊,男,49,中國國民黨,6,縣市議員
南投縣第1選舉區,邱奇才,男,59,無,7,縣市議員
南投縣第1選舉區,白騏澤,男,41,無,8,縣市議員
南投縣第1選舉區,張雅琪,女,41,無,9,縣市議員
南投縣第1選舉區,林佑虔,男,31,無,10,縣市議員
南投縣第1選舉區,張婉慈,女,25,無,11,縣市議員
南投縣第1選舉區,史雪燕,女,46,中國國民黨,12,縣市議員
南投縣第1選舉區,蔡宗智,男,43,無,13,縣市議員
南投縣第1選舉區,賴世皎,男,56,無,14,縣市議員
南投縣第1選舉區,簡千翔,男,41,台灣民眾黨,15,縣市議員
南投縣第1選舉區,曾琮愷,男,41,民主進步黨,16,縣市議員
南投縣第1選舉區,王鵬霖,男,43,無,17,縣市議員
南投縣第1選舉區,吳棋楠,男,54,民主進步黨,18,縣市議員
南投縣第1選舉區,宋懷琳,女,67,中國國民黨,19,縣市議員
南投縣第1選舉區,張錫淵,男,52,無,20,縣市議員
南投縣第1選舉區,曾振炎,男,61,無,21,縣市議員
南投縣第1選舉區,張秀枝,女,64,無,22,縣市議員
南投縣第1選舉區,林儒暘,男,35,中國國民黨,23,縣市議員
南投縣第1選舉區,史祝賢,男,55,無,24,縣市議員
南投縣第1選舉區,楊玉秀,女,52,民主進步黨,25,縣市議員
南投縣第1選舉區,洪志杰,男,50,無,26,縣市議員
南投縣第2選舉區,廖梓佑,女,64,民主進步黨,1,縣市議員
南投縣第2選舉區,李洲忠,男,60,中國國民黨,2,縣市議員
南投縣第2選舉區,簡賜勝,男,55,無,3,縣市議員
南投縣第2選舉區,莊士傑,男,49,無,4,縣市議員
南投縣第2選舉區,林友友,女,24,無,5,縣市議員
南投縣第2選舉區,唐曉棻,女,54,中國國民黨,6,縣市議員
南投縣第2選舉區,李帛璋,男,50,民主進步黨,7,縣市議員
南投縣第2選舉區,阮惠心,女,37,台灣新住民黨,8,縣市議員
南投縣第2選舉區,蔡銘軒,男,38,民主進步黨,9,縣市議員
南投縣第2選舉區,邱淑君,女,48,無,10,縣市議員
南投縣第2選舉區,簡峻庭,男,69,無,11,縣市議員
南投縣第2選舉區,廖明川,男,56,無,12,縣市議員
南投縣第3選舉區,林良政,男,61,民主進步黨,1,縣市議員
南投縣第3選舉區,陳奎合,男,35,中國國民黨,2,縣市議員
南投縣第3選舉區,黃春麟,男,53,無,3,縣市議員
南投縣第3選舉區,王秋淑,女,49,民主進步黨,4,縣市議員
南投縣第3選舉區,謝明謀,男,72,中國國民黨,5,縣市議員
南投縣第3選舉區,陳淑惠,女,65,中國國民黨,6,縣市議員
南投縣第3選舉區,李天慧,女,63,台灣民眾黨,7,縣市議員
南投縣第4選舉區,李廣演,男,28,無,1,縣市議員
南投縣第4選舉區,黃東灝,男,62,中國國民黨,2,縣市議員
南投縣第4選舉區,蔡孟娥,女,54,無,3,縣市議員
南投縣第4選舉區,吳瑞芳,女,65,無,4,縣市議員
南投縣第4選舉區,游顥,男,39,中國國民黨,5,縣市議員
南投縣第4選舉區,陳玉鈴,女,55,民主進步黨,6,縣市議員
南投縣第4選舉區,何勝豐,男,65,無,7,縣市議員
南投縣第5選舉區,陳淯程,男,66,無,1,縣市議員
南投縣第5選舉區,陳宜君,女,56,民主進步黨,2,縣市議員
南投縣第5選舉區,吳國昌,男,67,無,3,縣市議員
南投縣第5選舉區,戴世詮,男,54,無,4,縣市議員
南投縣第5選舉區,林芳伃,女,60,中國國民黨,5,縣市議員
南投縣第5選舉區,黃世芳,男,46,中國國民黨,6,縣市議員
南投縣第5選舉區,王彩雲,女,60,中國國民黨,7,縣市議員
南投縣第5選舉區,潘一全,男,52,中國國民黨,8,縣市議員
南投縣第5選舉區,葉仁創,男,47,民主進步黨,9,縣市議員
南投縣第5選舉區,蘇昱誠,男,51,民主進步黨,10,縣市議員
南投縣第6選舉區,石慶龍Rungquan．Lhkatafatu,男,67,無,1,縣市議員
南投縣第6選舉區,江秉翰,男,49,民主進步黨,2,縣市議員
南投縣第7選舉區,王榮儀,男,48,無,1,縣市議員
南投縣第7選舉區,全文才Balan．Soqluman,男,59,中國國民黨,2,縣市議員
南投縣第8選舉區,廖崧皓,男,45,中國國民黨,1,縣市議員
南投縣第8選舉區,林婷立Ali．Walis,女,43,中國國民黨,2,縣市議員
雲林縣第1選舉區,王又民,男,48,中國國民黨,1,縣市議員
雲林縣第1選舉區,陳永修,男,40,中國國民黨,2,縣市議員
雲林縣第1選舉區,林靖冠,男,52,台灣民眾黨,3,縣市議員
雲林縣第1選舉區,江文登,男,51,民主進步黨,4,縣市議員
雲林縣第1選舉區,林聖智,男,33,無,5,縣市議員
雲林縣第1選舉區,張光儀,男,33,無,6,縣市議員
雲林縣第1選舉區,林岳璋,男,51,無,7,縣市議員
雲林縣第1選舉區,周秀月,女,66,民主進步黨,8,縣市議員
雲林縣第1選舉區,廖郁賢,女,31,無,9,縣市議員
雲林縣第1選舉區,賴淑娞,女,60,中國國民黨,10,縣市議員
雲林縣第1選舉區,鄭自勤,男,42,無,11,縣市議員
雲林縣第1選舉區,張維崢,男,54,民主進步黨,12,縣市議員
雲林縣第1選舉區,陳芳盈,女,31,無,13,縣市議員
雲林縣第1選舉區,黃勝志,男,41,中國國民黨,14,縣市議員
雲林縣第1選舉區,黃英學,男,56,無,15,縣市議員
雲林縣第1選舉區,呂宜臻,女,32,無,16,縣市議員
雲林縣第1選舉區,鍾明馨,男,56,無,17,縣市議員
雲林縣第1選舉區,曾博鴻,男,42,民主進步黨,18,縣市議員
雲林縣第2選舉區,彭新銘,男,31,無,1,縣市議員
雲林縣第2選舉區,顏忠義,男,50,無,2,縣市議員
雲林縣第2選舉區,陳世彬,男,47,無,3,縣市議員
雲林縣第2選舉區,張庭綺,女,42,民主進步黨,4,縣市議員
雲林縣第2選舉區,吳錦凉,男,64,無,5,縣市議員
雲林縣第2選舉區,蔡東富,男,63,無,6,縣市議員
雲林縣第2選舉區,陳志榮,男,60,無,7,縣市議員
雲林縣第2選舉區,沈銘恭,男,56,無,8,縣市議員
雲林縣第2選舉區,簡慈坊,女,41,無,9,縣市議員
雲林縣第2選舉區,王秋足,女,68,中國國民黨,10,縣市議員
雲林縣第2選舉區,賴明源,男,58,無,11,縣市議員
雲林縣第2選舉區,吳滄得,男,70,民主進步黨,12,縣市議員
雲林縣第3選舉區,陳乙辰,男,35,台灣民眾黨,1,縣市議員
雲林縣第3選舉區,王鈺齊,女,48,台灣團結聯盟,2,縣市議員
雲林縣第3選舉區,蔡秋敏,女,61,民主進步黨,3,縣市議員
雲林縣第3選舉區,林文彬,男,66,民主進步黨,4,縣市議員
雲林縣第3選舉區,蔡明水,男,65,無,5,縣市議員
雲林縣第3選舉區,沈宗隆,男,63,中國國民黨,6,縣市議員
雲林縣第3選舉區,黃美瑤,女,54,無,7,縣市議員
雲林縣第3選舉區,李政峯,男,46,民主進步黨,8,縣市議員
雲林縣第3選舉區,魏順興,男,54,無,9,縣市議員
雲林縣第3選舉區,張維心,男,45,無,10,縣市議員
雲林縣第3選舉區,黃凱,男,48,無,11,縣市議員
雲林縣第3選舉區,陳俊龍,男,53,無,12,縣市議員
雲林縣第3選舉區,林武正,男,50,民主進步黨,13,縣市議員
雲林縣第3選舉區,林明進,男,68,無,14,縣市議員
雲林縣第4選舉區,楊國寬,男,68,無,1,縣市議員
雲林縣第4選舉區,鄭玲惠,女,61,民主進步黨,2,縣市議員
雲林縣第4選舉區,游淑雲,女,46,無,3,縣市議員
雲林縣第4選舉區,洪如萍,女,44,民主進步黨,4,縣市議員
雲林縣第4選舉區,梁銘忠,男,56,無,5,縣市議員
雲林縣第4選舉區,廖偉晴,男,47,中國國民黨,6,縣市議員
雲林縣第4選舉區,李明哲,男,54,中國國民黨,7,縣市議員
雲林縣第5選舉區,陳清圳,男,64,無,1,縣市議員
雲林縣第5選舉區,張揚科,男,50,無,2,縣市議員
雲林縣第5選舉區,蔡永富,男,55,民主進步黨,3,縣市議員
雲林縣第5選舉區,顏嘉葦,女,39,民主進步黨,4,縣市議員
雲林縣第5選舉區,吳蕙蘭,女,55,無,5,縣市議員
雲林縣第5選舉區,丁慶錡,男,47,台灣君民黨,6,縣市議員
雲林縣第5選舉區,林深,男,64,中國國民黨,7,縣市議員
雲林縣第5選舉區,王英文,男,51,無,8,縣市議員
雲林縣第5選舉區,蘇俊豪,男,47,無,9,縣市議員
雲林縣第5選舉區,許留賓,男,59,無,10,縣市議員
雲林縣第5選舉區,蘇國瓏,男,50,無,11,縣市議員
雲林縣第6選舉區,王新堯,男,51,台灣民眾黨,1,縣市議員
雲林縣第6選舉區,林哲凌,男,59,無,2,縣市議員
雲林縣第6選舉區,蕭慧敏,女,62,無,3,縣市議員
雲林縣第6選舉區,蔡咏鍀,男,61,無,4,縣市議員
雲林縣第6選舉區,黃文祥,男,60,無,5,縣市議員
雲林縣第6選舉區,蔡孟真,女,45,民主進步黨,6,縣市議員
雲林縣第6選舉區,蔡岳儒,男,47,民主進步黨,7,縣市議員
嘉義縣第1選舉區,黃榮利,男,67,民主進步黨,1,縣市議員
嘉義縣第1選舉區,楊秀琴,女,58,無,2,縣市議員
嘉義縣第1選舉區,詹琬蓁,女,45,中國國民黨,3,縣市議員
嘉義縣第1選舉區,黃惠汝,女,34,民主進步黨,4,縣市議員
嘉義縣第1選舉區,賴瓊如,女,54,無,5,縣市議員
嘉義縣第1選舉區,王啓澧,男,58,中國國民黨,6,縣市議員
嘉義縣第1選舉區,江佩曄,女,30,民主進步黨,7,縣市議員
嘉義縣第1選舉區,陳主明,男,44,民主進步黨,8,縣市議員
嘉義縣第1選舉區,黃榮俊,男,59,民主進步黨,9,縣市議員
嘉義縣第2選舉區,郭金雀,女,57,無,1,縣市議員
嘉義縣第2選舉區,何文華,男,51,民主進步黨,2,縣市議員
嘉義縣第2選舉區,簡嘉億,男,47,中國國民黨,3,縣市議員
嘉義縣第2選舉區,劉宜奮,男,52,無,4,縣市議員
嘉義縣第2選舉區,陳福成,男,64,無,5,縣市議員
嘉義縣第2選舉區,黃啟豪,男,42,民主進步黨,6,縣市議員
嘉義縣第2選舉區,洪安仁,男,67,無,7,縣市議員
嘉義縣第2選舉區,高子羚,女,39,無,8,縣市議員
嘉義縣第2選舉區,陳文忠,男,58,無,9,縣市議員
嘉義縣第2選舉區,林岱杰,男,32,無,10,縣市議員
嘉義縣第2選舉區,林淑完,女,63,民主進步黨,11,縣市議員
嘉義縣第2選舉區,林秀琴,女,69,民主進步黨,12,縣市議員
嘉義縣第3選舉區,王啟瑞,男,53,無,1,縣市議員
嘉義縣第3選舉區,莊信宗,男,56,民主進步黨,2,縣市議員
嘉義縣第3選舉區,江志明,男,51,民主進步黨,3,縣市議員
嘉義縣第3選舉區,陳信文,男,36,中國國民黨,4,縣市議員
嘉義縣第3選舉區,劉世承,男,42,無,5,縣市議員
嘉義縣第3選舉區,吳思蓉,女,65,中國國民黨,6,縣市議員
嘉義縣第3選舉區,高義清,男,48,無,7,縣市議員
嘉義縣第3選舉區,陳志明,男,57,無,8,縣市議員
嘉義縣第3選舉區,劉雅文,女,41,民主進步黨,9,縣市議員
嘉義縣第4選舉區,蔡政宜,男,49,無,1,縣市議員
嘉義縣第4選舉區,陳崇榮,男,56,無,2,縣市議員
嘉義縣第4選舉區,陳怡岳,男,48,民主進步黨,3,縣市議員
嘉義縣第4選舉區,蔡建漢,男,31,無,4,縣市議員
嘉義縣第4選舉區,姜梅紅,女,71,民主進步黨,5,縣市議員
嘉義縣第4選舉區,黃嫈珺,女,39,民主進步黨,6,縣市議員
嘉義縣第4選舉區,蔡奇璋,男,62,無,7,縣市議員
嘉義縣第4選舉區,郭西川,男,70,無,8,縣市議員
嘉義縣第4選舉區,呂文正,男,52,民主進步黨,9,縣市議員
嘉義縣第4選舉區,李國勝,男,58,中國國民黨,10,縣市議員
嘉義縣第5選舉區,蔡信典,男,69,中國國民黨,1,縣市議員
嘉義縣第5選舉區,翁聰賢,男,51,民主進步黨,2,縣市議員
嘉義縣第5選舉區,黃金茂,男,67,無,3,縣市議員
嘉義縣第5選舉區,陳鳳梅,女,61,民主進步黨,4,縣市議員
嘉義縣第6選舉區,江季珍,女,49,民主進步黨,1,縣市議員
嘉義縣第6選舉區,羅士洋,男,63,民主進步黨,2,縣市議員
嘉義縣第6選舉區,陳柏麟,男,53,民主進步黨,3,縣市議員
嘉義縣第6選舉區,凃文以,男,66,無,4,縣市議員
嘉義縣第6選舉區,邱銀海,男,49,中國國民黨,5,縣市議員
嘉義縣第6選舉區,蔡瀧賢,男,49,民主進步黨,6,縣市議員
嘉義縣第6選舉區,莊竣傑,男,69,無,7,縣市議員
嘉義縣第6選舉區,林嘉欣,男,40,無,8,縣市議員
嘉義縣第6選舉區,張明達,男,62,民主進步黨,9,縣市議員
嘉義縣第6選舉區,詹志暉,男,35,中國國民黨,10,縣市議員
嘉義縣第6選舉區,詹黃素蓮,女,69,中國國民黨,11,縣市議員
嘉義縣第6選舉區,何子凡,男,41,無,12,縣市議員
嘉義縣第7選舉區,武清山,男,60,無,1,縣市議員
屏東縣第1選舉區,鄭清原,男,56,無,1,縣市議員
屏東縣第1選舉區,吳尤敏,女,53,民主進步黨,2,縣市議員
屏東縣第1選舉區,林建志,男,57,無,3,縣市議員
屏東縣第1選舉區,陳韋強,男,36,無,4,縣市議員
屏東縣第1選舉區,梁梅瑛,女,43,無,5,縣市議員
屏東縣第1選舉區,黃明賢,男,39,中國國民黨,6,縣市議員
屏東縣第1選舉區,蔣月惠,女,63,無,7,縣市議員
屏東縣第1選舉區,陳秋豪,男,46,台灣基進,8,縣市議員
屏東縣第1選舉區,蘇資婷,女,46,中國國民黨,9,縣市議員
屏東縣第1選舉區,蔣家煌,男,60,無,10,縣市議員
屏東縣第1選舉區,唐玉琴,女,67,中國國民黨,11,縣市議員
屏東縣第1選舉區,趙文俊,男,35,無,12,縣市議員
屏東縣第1選舉區,曾義雄,男,61,中國國民黨,13,縣市議員
屏東縣第1選舉區,李承育,男,31,時代力量,14,縣市議員
屏東縣第1選舉區,陳揚,男,34,中國國民黨,15,縣市議員
屏東縣第1選舉區,陳炫言,男,44,台灣民眾黨,16,縣市議員
屏東縣第1選舉區,蘇煥鈞,男,35,民主進步黨,17,縣市議員
屏東縣第1選舉區,陳哲蕙,女,38,無,18,縣市議員
屏東縣第1選舉區,方一祥,男,46,民主進步黨,19,縣市議員
屏東縣第1選舉區,方華雄,男,44,中國國民黨,20,縣市議員
屏東縣第1選舉區,梁育慈,女,33,民主進步黨,21,縣市議員
屏東縣第1選舉區,鍾明輝,男,67,民主進步黨,22,縣市議員
屏東縣第1選舉區,張平原,男,57,無,23,縣市議員
屏東縣第1選舉區,李世斌,男,60,民主進步黨,24,縣市議員
屏東縣第1選舉區,林明順,男,68,無,25,縣市議員
屏東縣第2選舉區,蘇孟婕,女,26,無,1,縣市議員
屏東縣第2選舉區,吳亮慶,男,68,民主進步黨,2,縣市議員
屏東縣第2選舉區,鍾詔元,男,48,無,3,縣市議員
屏東縣第2選舉區,王景山,男,59,中國國民黨,4,縣市議員
屏東縣第2選舉區,葉明博,男,66,無,5,縣市議員
屏東縣第2選舉區,張振亮,男,58,民主進步黨,6,縣市議員
屏東縣第2選舉區,何春美,女,68,中國國民黨,7,縣市議員
屏東縣第2選舉區,宋麗華,女,54,中國國民黨,8,縣市議員
屏東縣第2選舉區,柯信行,男,59,無,9,縣市議員
屏東縣第2選舉區,許重慶,男,62,民主進步黨,10,縣市議員
屏東縣第2選舉區,陳明達,男,59,民主進步黨,11,縣市議員
屏東縣第2選舉區,盧文瑞,男,65,無,12,縣市議員
屏東縣第3選舉區,潘連周,男,58,無,1,縣市議員
屏東縣第3選舉區,利八魁,男,71,民主進步黨,2,縣市議員
屏東縣第3選舉區,潘長成,男,57,台灣團結聯盟,3,縣市議員
屏東縣第3選舉區,林志成,男,56,無,4,縣市議員
屏東縣第3選舉區,黃建溢,男,41,民主進步黨,5,縣市議員
屏東縣第3選舉區,徐榮耀,男,70,中國國民黨,6,縣市議員
屏東縣第3選舉區,許馨勻,女,43,中國國民黨,7,縣市議員
屏東縣第3選舉區,陳宗廷,男,35,無,8,縣市議員
屏東縣第3選舉區,蕭禾秦,男,39,無,9,縣市議員
屏東縣第3選舉區,李世淦,男,47,中國國民黨,10,縣市議員
屏東縣第3選舉區,陳志成,男,59,無,11,縣市議員
屏東縣第3選舉區,洪明江,男,66,民主進步黨,12,縣市議員
屏東縣第3選舉區,林郁虹,女,60,無,13,縣市議員
屏東縣第3選舉區,吳慈慧,女,59,中國國民黨,14,縣市議員
屏東縣第3選舉區,潘敏泉,女,58,無,15,縣市議員
屏東縣第3選舉區,曾德正,男,50,無,16,縣市議員
屏東縣第4選舉區,洪志明,男,47,中國國民黨,1,縣市議員
屏東縣第4選舉區,鄭張常敏,女,69,無,2,縣市議員
屏東縣第4選舉區,周典論,男,67,中國國民黨,3,縣市議員
屏東縣第4選舉區,呂少麒,男,32,無,4,縣市議員
屏東縣第4選舉區,林蔡鳯梅,女,63,無,5,縣市議員
屏東縣第4選舉區,方文正,男,60,民主進步黨,6,縣市議員
屏東縣第4選舉區,許展維,男,50,民主進步黨,7,縣市議員
屏東縣第4選舉區,劉孟君,女,47,民主進步黨,8,縣市議員
屏東縣第4選舉區,郭再添,男,49,無,9,縣市議員
屏東縣第4選舉區,林宇澤,男,27,無,10,縣市議員
屏東縣第4選舉區,何輝能,男,73,民主進步黨,11,縣市議員
屏東縣第4選舉區,洪宗麒,男,46,中國國民黨,12,縣市議員
屏東縣第4選舉區,方天仕,男,64,民主進步黨,13,縣市議員
屏東縣第5選舉區,周碧雲,女,50,民主進步黨,1,縣市議員
屏東縣第5選舉區,張榮傑,男,31,無,2,縣市議員
屏東縣第5選舉區,王啟敏,男,67,中國國民黨,3,縣市議員
屏東縣第5選舉區,黃盈裕,男,44,無,4,縣市議員
屏東縣第5選舉區,羅平道,男,55,民主進步黨,5,縣市議員
屏東縣第6選舉區,張榮志,男,63,中國國民黨,1,縣市議員
屏東縣第6選舉區,郭麗玲,女,55,無,2,縣市議員
屏東縣第6選舉區,張怡,女,46,無,3,縣市議員
屏東縣第6選舉區,盧玟欣,女,35,中國國民黨,4,縣市議員
屏東縣第6選舉區,潘芳泉,男,61,民主進步黨,5,縣市議員
屏東縣第6選舉區,李建華,男,48,民主進步黨,6,縣市議員
屏東縣第6選舉區,曾瓊慧,女,55,無,7,縣市議員
屏東縣第7選舉區,王薇茗,女,38,無,1,縣市議員
屏東縣第7選舉區,許允良,男,58,無,2,縣市議員
屏東縣第7選舉區,陳建興,男,48,無,3,縣市議員
屏東縣第8選舉區,潘世杰,男,59,無,1,縣市議員
屏東縣第8選舉區,潘翠雲,女,54,中國國民黨,2,縣市議員
屏東縣第8選舉區,潘坤福,男,65,中國國民黨,3,縣市議員
屏東縣第9選舉區,江金妹,女,59,無,1,縣市議員
屏東縣第9選舉區,張利惠,女,62,中國國民黨,2,縣市議員
屏東縣第10選舉區,高惠芬,女,67,中國國民黨,1,縣市議員
屏東縣第10選舉區,梁明輝,男,66,無,2,縣市議員
屏東縣第10選舉區,陸宥熹,女,40,無,3,縣市議員
屏東縣第11選舉區,何長成,男,59,無,1,縣市議員
屏東縣第12選舉區,許蘭花,女,53,無,1,縣市議員
屏東縣第12選舉區,越秋女,女,50,無,2,縣市議員
屏東縣第12選舉區,羅俊傑,男,51,中國國民黨,3,縣市議員
屏東縣第13選舉區,柯自強 Langalang．Palivulj,男,53,無,1,縣市議員
屏東縣第13選舉區,周陳曉玟,女,35,無,2,縣市議員
屏東縣第14選舉區,李振榮,男,60,無,1,縣市議員
屏東縣第14選舉區,李紀財 Mulaneng Paliuliu,男,66,無,2,縣市議員
屏東縣第15選舉區,林采穎,女,62,無,1,縣市議員
屏東縣第16選舉區,賴天賜,男,63,無,1,縣市議員
屏東縣第16選舉區,杜仁勇,男,70,無,2,縣市議員
屏東縣第16選舉區,柯海燕,男,63,無,3,縣市議員
宜蘭縣第1選舉區,陳漢澤,男,44,台灣基進,1,縣市議員
宜蘭縣第1選舉區,魯秀傑,男,43,無,2,縣市議員
宜蘭縣第1選舉區,張勝德,男,50,中國國民黨,3,縣市議員
宜蘭縣第1選舉區,尤文瀚,男,33,台灣民眾黨,4,縣市議員
宜蘭縣第1選舉區,林麗,女,52,民主進步黨,5,縣市議員
宜蘭縣第1選舉區,林錫明,男,68,無,6,縣市議員
宜蘭縣第1選舉區,吳福田,男,73,民主進步黨,7,縣市議員
宜蘭縣第1選舉區,林正芳,男,59,時代力量,8,縣市議員
宜蘭縣第1選舉區,胡健森,男,51,無,9,縣市議員
宜蘭縣第1選舉區,莊淑如,女,44,中國國民黨,10,縣市議員
宜蘭縣第1選舉區,黃惠慈,女,28,民主進步黨,11,縣市議員
宜蘭縣第1選舉區,楊順木,男,72,正神名黨,12,縣市議員
宜蘭縣第1選舉區,黃定和,男,64,無,13,縣市議員
宜蘭縣第1選舉區,孫博萮,女,44,無,14,縣市議員
宜蘭縣第1選舉區,潘淑芬,女,53,無,15,縣市議員
宜蘭縣第1選舉區,吳長青,男,44,無,16,縣市議員
宜蘭縣第1選舉區,林岳賢,男,48,中國國民黨,17,縣市議員
宜蘭縣第2選舉區,林東成,男,59,無,1,縣市議員
宜蘭縣第2選舉區,簡英俊,男,71,無,2,縣市議員
宜蘭縣第2選舉區,賴良洲,男,59,中國國民黨,3,縣市議員
宜蘭縣第2選舉區,林詩穎,女,40,民主進步黨,4,縣市議員
宜蘭縣第3選舉區,林聰池,男,51,無,1,縣市議員
宜蘭縣第3選舉區,李清林,男,73,中國國民黨,2,縣市議員
宜蘭縣第3選舉區,吳宏謀,男,72,民主進步黨,3,縣市議員
宜蘭縣第4選舉區,陳俊宇,男,47,民主進步黨,1,縣市議員
宜蘭縣第4選舉區,黃浴沂,男,70,中國國民黨,2,縣市議員
宜蘭縣第5選舉區,黃建勇,男,64,中國國民黨,1,縣市議員
宜蘭縣第5選舉區,陳福山,男,65,無,2,縣市議員
宜蘭縣第6選舉區,黃琤婷,女,44,中國國民黨,1,縣市議員
宜蘭縣第6選舉區,謝志得,男,54,台灣民眾黨,2,縣市議員
宜蘭縣第6選舉區,陳漢鍾,男,51,無,3,縣市議員
宜蘭縣第6選舉區,林意評,男,33,台灣基進,4,縣市議員
宜蘭縣第6選舉區,劉添梧,男,74,民主進步黨,5,縣市議員
宜蘭縣第6選舉區,楊坊翔,男,26,時代力量,6,縣市議員
宜蘭縣第6選舉區,呂惠卿,女,52,民主進步黨,7,縣市議員
宜蘭縣第6選舉區,謝家倫,男,37,民主進步黨,8,縣市議員
宜蘭縣第6選舉區,陳鴻禧,男,63,中國國民黨,9,縣市議員
宜蘭縣第7選舉區,沈信雄,男,55,無,1,縣市議員
宜蘭縣第7選舉區,張明華,男,61,民主進步黨,2,縣市議員
宜蘭縣第7選舉區,簡松樹,男,57,民主進步黨,3,縣市議員
宜蘭縣第7選舉區,林義剛,男,69,中國國民黨,4,縣市議員
宜蘭縣第8選舉區,謝燦輝,男,64,民主進步黨,1,縣市議員
宜蘭縣第8選舉區,林佩螢,女,35,民主進步黨,2,縣市議員
宜蘭縣第8選舉區,邱素梅,女,57,無,3,縣市議員
宜蘭縣第8選舉區,張芷珊,女,33,無,4,縣市議員
宜蘭縣第8選舉區,江汶賢,男,57,民主進步黨,5,縣市議員
宜蘭縣第8選舉區,楊弘旻,男,52,中國國民黨,6,縣市議員
宜蘭縣第9選舉區,吳珮菱,女,41,無,1,縣市議員
宜蘭縣第9選舉區,陳文昌,男,69,民主進步黨,2,縣市議員
宜蘭縣第9選舉區,江信賢,男,45,無,3,縣市議員
宜蘭縣第10選舉區,陳金麟,男,68,中國國民黨,1,縣市議員
宜蘭縣第10選舉區,李茂豐,男,65,中國國民黨,2,縣市議員
宜蘭縣第10選舉區,謝正信,男,43,民主進步黨,3,縣市議員
宜蘭縣第10選舉區,陳玉萍,女,47,無,4,縣市議員
宜蘭縣第11選舉區,孫湯玉惠 aly saku,女,55,無,1,縣市議員
宜蘭縣第12選舉區,沈志弘,男,58,中國國民黨,1,縣市議員
宜蘭縣第12選舉區,陳傑麟,男,57,親民黨,2,縣市議員
宜蘭縣第13選舉區,游吉祥,男,59,中國國民黨,1,縣市議員
花蓮縣第1選舉區,張美慧,女,52,民主進步黨,1,縣市議員
花蓮縣第1選舉區,楊華美,女,52,無,2,縣市議員
花蓮縣第1選舉區,傅國淵,男,48,台灣民眾黨,3,縣市議員
花蓮縣第1選舉區,林宗昆,男,39,中國國民黨,4,縣市議員
花蓮縣第1選舉區,洪士閔,男,42,中國國民黨,5,縣市議員
花蓮縣第1選舉區,徐子芳,女,59,中國國民黨,6,縣市議員
花蓮縣第1選舉區,韓林梅,女,57,中國國民黨,7,縣市議員
花蓮縣第1選舉區,魏嘉賢,男,44,無,8,縣市議員
花蓮縣第1選舉區,謝國榮,男,64,中國國民黨,9,縣市議員
花蓮縣第1選舉區,蔡翼鍾,男,34,中國國民黨,10,縣市議員
花蓮縣第1選舉區,吳東昇,男,52,中國國民黨,11,縣市議員
花蓮縣第1選舉區,胡仁順,男,39,民主進步黨,12,縣市議員
花蓮縣第2選舉區,邱光明,男,71,中國國民黨,1,縣市議員
花蓮縣第2選舉區,鄭寶秀,女,68,中國國民黨,2,縣市議員
花蓮縣第2選舉區,陳財能,男,57,民主進步黨,3,縣市議員
花蓮縣第3選舉區,林則葹,女,38,民主進步黨,1,縣市議員
花蓮縣第3選舉區,林品仰,男,40,中國國民黨,2,縣市議員
花蓮縣第3選舉區,徐雪玉,女,61,中國國民黨,3,縣市議員
花蓮縣第3選舉區,吳建志,男,42,中國國民黨,4,縣市議員
花蓮縣第3選舉區,陳慶元,男,31,時代力量,5,縣市議員
花蓮縣第3選舉區,張峻,男,48,無,6,縣市議員
花蓮縣第3選舉區,潘璿安,男,49,台灣民眾黨,7,縣市議員
花蓮縣第3選舉區,王格致,男,31,民主進步黨,8,縣市議員
花蓮縣第3選舉區,蔡文隆,男,53,中國國民黨,9,縣市議員
花蓮縣第3選舉區,王能昌,男,55,無,10,縣市議員
花蓮縣第3選舉區,鄭乾龍,男,58,無,11,縣市議員
花蓮縣第3選舉區,張正治,男,56,中國國民黨,12,縣市議員
花蓮縣第3選舉區,黃馨,女,68,中國國民黨,13,縣市議員
花蓮縣第3選舉區,沈君茹,女,60,無,14,縣市議員
花蓮縣第3選舉區,林源富,男,48,無,15,縣市議員
花蓮縣第4選舉區,陳志明,男,53,無,1,縣市議員
花蓮縣第4選舉區,黃玲蘭,女,59,無,2,縣市議員
花蓮縣第4選舉區,鍾素政,女,61,中國國民黨,3,縣市議員
花蓮縣第4選舉區,詹金富,男,61,中國國民黨,4,縣市議員
花蓮縣第4選舉區,陳飛廷,男,40,民主進步黨,5,縣市議員
花蓮縣第5選舉區,笛布斯．顗賚,女,50,無,1,縣市議員
花蓮縣第5選舉區,葉志豪,男,41,無,2,縣市議員
