公職類別,prvCode,cityCode,deptCode,liCode,縣市,鄉鎮市區,村里,抽籤號次,姓名,性別,參選年齡,推薦之政黨
村里長,63,000,010,002,臺北市,松山區,莊敬里,1,周政諭,男,56,中國國民黨
村里長,63,000,010,003,臺北市,松山區,東榮里,1,鄭玉梅,女,71,無
村里長,63,000,010,004,臺北市,松山區,三民里,1,謝翠鈴,女,68,中國國民黨
村里長,63,000,010,005,臺北市,松山區,新益里,1,王敏茹,女,55,無
村里長,63,000,010,005,臺北市,松山區,新益里,2,諸葛芬,女,65,中國國民黨
村里長,63,000,010,005,臺北市,松山區,新益里,3,葉美淑,女,56,無
村里長,63,000,010,005,臺北市,松山區,新益里,4,林寶錢,男,67,無
村里長,63,000,010,006,臺北市,松山區,富錦里,1,王振鴻,男,41,台灣民眾黨
村里長,63,000,010,006,臺北市,松山區,富錦里,2,李煥中,男,55,中國國民黨
村里長,63,000,010,007,臺北市,松山區,新東里,1,華國雄,男,63,中國國民黨
村里長,63,000,010,008,臺北市,松山區,富泰里,1,辜阿雪,女,62,無
村里長,63,000,010,008,臺北市,松山區,富泰里,2,吳學毅,男,62,中國國民黨
村里長,63,000,010,009,臺北市,松山區,介壽里,1,林玉琴,女,70,無
村里長,63,000,010,009,臺北市,松山區,介壽里,2,蔡錦文,男,75,無
村里長,63,000,010,010,臺北市,松山區,精忠里,1,黃曉雄,男,53,無
村里長,63,000,010,010,臺北市,松山區,精忠里,2,賴美旭,女,52,中國國民黨
村里長,63,000,010,011,臺北市,松山區,東光里,1,洪弘利,男,55,無
村里長,63,000,010,011,臺北市,松山區,東光里,2,許秀雲,女,72,中國國民黨
村里長,63,000,010,012,臺北市,松山區,龍田里,1,袁俊麒,男,70,中國國民黨
村里長,63,000,010,012,臺北市,松山區,龍田里,2,黃淑芬,女,58,無
村里長,63,000,010,013,臺北市,松山區,東昌里,1,陳志明,男,61,中國國民黨
村里長,63,000,010,014,臺北市,松山區,東勢里,1,王叔珍,女,65,無
村里長,63,000,010,015,臺北市,松山區,中華里,1,游吉興,男,55,中國國民黨
村里長,63,000,010,016,臺北市,松山區,民有里,1,林國瑞,男,70,無
村里長,63,000,010,016,臺北市,松山區,民有里,2,余國安,男,60,無
村里長,63,000,010,016,臺北市,松山區,民有里,3,周宇軒,男,27,中國國民黨
村里長,63,000,010,016,臺北市,松山區,民有里,4,黃明德,男,50,民主進步黨
村里長,63,000,010,017,臺北市,松山區,民福里,1,古瑞珍,女,66,中國國民黨
村里長,63,000,010,017,臺北市,松山區,民福里,2,李大強,男,67,無
村里長,63,000,010,017,臺北市,松山區,民福里,3,李麗容,女,56,無
村里長,63,000,010,018,臺北市,松山區,慈祐里,1,李祖民,男,57,無
村里長,63,000,010,019,臺北市,松山區,安平里,1,蕭素玲,女,63,中華文化復興在理黨
村里長,63,000,010,019,臺北市,松山區,安平里,2,洪温滿,男,65,無
村里長,63,000,010,020,臺北市,松山區,鵬程里,1,洪豊凱,男,55,無
村里長,63,000,010,020,臺北市,松山區,鵬程里,2,許顏建,男,62,中國國民黨
村里長,63,000,010,021,臺北市,松山區,自強里,1,李台華,男,72,中國國民黨
村里長,63,000,010,022,臺北市,松山區,吉祥里,1,陳永昌,男,76,中國國民黨
村里長,63,000,010,024,臺北市,松山區,新聚里,1,黃治嘉,男,35,無
村里長,63,000,010,024,臺北市,松山區,新聚里,2,郭秀鳳,女,68,中國國民黨
村里長,63,000,010,025,臺北市,松山區,復盛里,1,張晉維,男,39,無
村里長,63,000,010,025,臺北市,松山區,復盛里,2,王正雄,男,73,中國國民黨
村里長,63,000,010,026,臺北市,松山區,中正里,1,洪樸陽,男,64,無
村里長,63,000,010,027,臺北市,松山區,中崙里,1,林千又,女,27,無
村里長,63,000,010,027,臺北市,松山區,中崙里,2,張陳碧雲,女,80,中國國民黨
村里長,63,000,010,028,臺北市,松山區,美仁里,1,林志創,男,59,中國國民黨
村里長,63,000,010,029,臺北市,松山區,吉仁里,1,李全長,男,59,無
村里長,63,000,010,030,臺北市,松山區,敦化里,1,江松清,男,76,無
村里長,63,000,010,030,臺北市,松山區,敦化里,2,邵耀德,男,67,無
村里長,63,000,010,030,臺北市,松山區,敦化里,3,蘇榮文,男,64,中國國民黨
村里長,63,000,010,031,臺北市,松山區,復源里,1,温福義,男,65,中國國民黨
村里長,63,000,010,032,臺北市,松山區,復建里,1,林坤信,男,76,中國國民黨
村里長,63,000,010,032,臺北市,松山區,復建里,2,汪得貴,男,60,無
村里長,63,000,010,033,臺北市,松山區,復勢里,1,徐麗雲,女,65,中國國民黨
村里長,63,000,010,034,臺北市,松山區,福成里,1,葉佐良,男,74,中國國民黨
村里長,63,000,010,034,臺北市,松山區,福成里,2,林順松,男,68,無
村里長,63,000,010,035,臺北市,松山區,松基里,1,黃建賓,男,52,無
村里長,63,000,010,035,臺北市,松山區,松基里,2,李坤霖,男,54,無
村里長,63,000,020,001,臺北市,信義區,西村里,1,馬念慈,男,71,中國國民黨
村里長,63,000,020,001,臺北市,信義區,西村里,2,盧珍,女,70,無
村里長,63,000,020,002,臺北市,信義區,正和里,1,尹俊富,男,71,中國國民黨
村里長,63,000,020,002,臺北市,信義區,正和里,2,董玲娥,女,60,無
村里長,63,000,020,003,臺北市,信義區,興隆里,1,吉娃斯‧吉果,女,61,中國國民黨
村里長,63,000,020,003,臺北市,信義區,興隆里,2,凌麗美,女,55,中國國民黨
村里長,63,000,020,004,臺北市,信義區,中興里,1,趙惠美,女,60,中國國民黨
村里長,63,000,020,004,臺北市,信義區,中興里,2,吳孟環,女,67,無
村里長,63,000,020,005,臺北市,信義區,新仁里,1,陳台林,男,71,無
村里長,63,000,020,005,臺北市,信義區,新仁里,2,吳建德,男,49,無
村里長,63,000,020,006,臺北市,信義區,興雅里,1,馬強,男,59,無
村里長,63,000,020,006,臺北市,信義區,興雅里,2,林素琴,女,70,中國國民黨
村里長,63,000,020,007,臺北市,信義區,敦厚里,1,方聰杰,男,59,中國國民黨
村里長,63,000,020,008,臺北市,信義區,廣居里,1,楊玉堂,男,62,中國國民黨
村里長,63,000,020,009,臺北市,信義區,安康里,1,吳姵潔,女,48,無
村里長,63,000,020,009,臺北市,信義區,安康里,2,萬宇恆,男,42,中國國民黨
村里長,63,000,020,009,臺北市,信義區,安康里,3,張采明,女,57,經濟黨
村里長,63,000,020,009,臺北市,信義區,安康里,4,楊嘉能,男,70,無
村里長,63,000,020,010,臺北市,信義區,六藝里,1,丁禾溱,女,63,中國國民黨
村里長,63,000,020,011,臺北市,信義區,雅祥里,1,宋美玲,女,56,無
村里長,63,000,020,011,臺北市,信義區,雅祥里,2,林信介,男,46,民主進步黨
村里長,63,000,020,011,臺北市,信義區,雅祥里,3,高添喜,男,73,中國國民黨
村里長,63,000,020,012,臺北市,信義區,五常里,1,黃河村,男,72,中國國民黨
村里長,63,000,020,012,臺北市,信義區,五常里,2,陳勇誠,男,65,無
村里長,63,000,020,012,臺北市,信義區,五常里,3,游育靖,女,38,無
村里長,63,000,020,013,臺北市,信義區,五全里,1,吳秀好,女,70,民主進步黨
村里長,63,000,020,013,臺北市,信義區,五全里,2,李英豪,男,47,無
村里長,63,000,020,014,臺北市,信義區,永吉里,1,陳永昌,男,71,中國國民黨
村里長,63,000,020,015,臺北市,信義區,長春里,1,潘厚勳,男,41,民主進步黨
村里長,63,000,020,015,臺北市,信義區,長春里,2,許錦忠,男,65,無
村里長,63,000,020,016,臺北市,信義區,四育里,1,施永泉,男,66,無
村里長,63,000,020,016,臺北市,信義區,四育里,2,莊芊華,女,56,無
村里長,63,000,020,016,臺北市,信義區,四育里,3,連圀堂,男,65,中國國民黨
村里長,63,000,020,017,臺北市,信義區,四維里,1,劉耀平,男,52,中國國民黨
村里長,63,000,020,018,臺北市,信義區,永春里,1,許蕙蘭,女,57,中國國民黨
村里長,63,000,020,018,臺北市,信義區,永春里,2,顏東隆,男,71,無
村里長,63,000,020,019,臺北市,信義區,富台里,1,陳國華,男,69,中國國民黨
村里長,63,000,020,019,臺北市,信義區,富台里,2,羅至佑,男,38,無
村里長,63,000,020,020,臺北市,信義區,國業里,1,林銘賢,男,60,無
村里長,63,000,020,020,臺北市,信義區,國業里,2,張雲娥,女,61,中國國民黨
村里長,63,000,020,021,臺北市,信義區,松隆里,1,黃俊龍,男,77,中國國民黨
村里長,63,000,020,022,臺北市,信義區,松友里,1,張海秋,男,68,無
村里長,63,000,020,022,臺北市,信義區,松友里,2,林玉華,女,68,無
村里長,63,000,020,023,臺北市,信義區,松光里,1,劉宗益,男,55,無
村里長,63,000,020,023,臺北市,信義區,松光里,2,蔡福來,男,65,無
村里長,63,000,020,023,臺北市,信義區,松光里,3,賴秀絨,女,61,無
村里長,63,000,020,024,臺北市,信義區,中坡里,1,曾傳達,男,75,中國國民黨
村里長,63,000,020,024,臺北市,信義區,中坡里,2,顏蜜,女,64,無
村里長,63,000,020,025,臺北市,信義區,中行里,1,黃銓政,男,72,中國國民黨
村里長,63,000,020,025,臺北市,信義區,中行里,2,林美君,女,43,無
村里長,63,000,020,026,臺北市,信義區,大道里,1,高永峯,男,59,無
村里長,63,000,020,026,臺北市,信義區,大道里,2,毛水月,女,56,無
村里長,63,000,020,027,臺北市,信義區,大仁里,1,蔡桂清,男,66,無
村里長,63,000,020,028,臺北市,信義區,景新里,1,楊瑞璋,男,37,中國國民黨
村里長,63,000,020,028,臺北市,信義區,景新里,2,孫積德,男,38,無
村里長,63,000,020,028,臺北市,信義區,景新里,3,張裕欣,男,46,無
村里長,63,000,020,028,臺北市,信義區,景新里,4,張智翔,男,37,無
村里長,63,000,020,029,臺北市,信義區,惠安里,1,虞閎立,男,51,無
村里長,63,000,020,029,臺北市,信義區,惠安里,2,周葉長,男,60,中國國民黨
村里長,63,000,020,030,臺北市,信義區,三張里,1,李伯壽,男,75,中國國民黨
村里長,63,000,020,030,臺北市,信義區,三張里,2,盧美玲,女,54,無
村里長,63,000,020,031,臺北市,信義區,三犁里,1,翁信利,男,63,無
村里長,63,000,020,032,臺北市,信義區,六合里,1,陳盈如,女,39,無
村里長,63,000,020,032,臺北市,信義區,六合里,2,蕭振中,男,57,中國國民黨
村里長,63,000,020,033,臺北市,信義區,泰和里,1,鄒宗平,男,63,無
村里長,63,000,020,033,臺北市,信義區,泰和里,2,連婉彤,女,33,無
村里長,63,000,020,033,臺北市,信義區,泰和里,3,蔡靜怡,女,46,無
村里長,63,000,020,033,臺北市,信義區,泰和里,4,林正義,男,59,中國國民黨
村里長,63,000,020,034,臺北市,信義區,景聯里,1,洪福周,男,73,中國國民黨
村里長,63,000,020,035,臺北市,信義區,景勤里,1,王雷凱,男,34,中國國民黨
村里長,63,000,020,036,臺北市,信義區,雙和里,1,周金進,男,63,無
村里長,63,000,020,036,臺北市,信義區,雙和里,2,宋祥輝,男,69,中國國民黨
村里長,63,000,020,037,臺北市,信義區,嘉興里,1,李錫榮,男,67,無
村里長,63,000,020,037,臺北市,信義區,嘉興里,2,鄭智耀,男,49,無
村里長,63,000,020,038,臺北市,信義區,黎順里,1,吳明耀,男,61,無
村里長,63,000,020,038,臺北市,信義區,黎順里,2,鄭振榮,男,54,無
村里長,63,000,020,038,臺北市,信義區,黎順里,3,許翔原,男,38,無
村里長,63,000,020,038,臺北市,信義區,黎順里,4,卓秀娟,女,67,中國國民黨
村里長,63,000,020,038,臺北市,信義區,黎順里,5,潘還珠,女,60,無
村里長,63,000,020,039,臺北市,信義區,黎平里,1,楊介舟,男,56,中國國民黨
村里長,63,000,020,040,臺北市,信義區,黎忠里,1,陳煥文,男,53,無
村里長,63,000,020,040,臺北市,信義區,黎忠里,2,林金坤,男,61,無
村里長,63,000,020,040,臺北市,信義區,黎忠里,3,孫壽廷,男,59,無
村里長,63,000,020,040,臺北市,信義區,黎忠里,4,黃建智,男,26,中國國民黨
村里長,63,000,020,041,臺北市,信義區,黎安里,1,劉梅菊,女,62,中國國民黨
村里長,63,000,020,041,臺北市,信義區,黎安里,2,張智凱,男,46,無
村里長,63,000,030,001,臺北市,大安區,德安里,1,蔡銘宗,男,72,中國國民黨
村里長,63,000,030,002,臺北市,大安區,仁慈里,1,楊俊彥,男,40,無
村里長,63,000,030,002,臺北市,大安區,仁慈里,2,陳麒中,男,54,中國國民黨
村里長,63,000,030,003,臺北市,大安區,和安里,1,翁德東,男,64,無
村里長,63,000,030,004,臺北市,大安區,民炤里,1,周暉泰,男,44,中國國民黨
村里長,63,000,030,004,臺北市,大安區,民炤里,2,陳勤功,男,65,無
村里長,63,000,030,005,臺北市,大安區,仁愛里,1,楊禧瑜,女,52,無
村里長,63,000,030,005,臺北市,大安區,仁愛里,2,林宜蓁,女,58,中國國民黨
村里長,63,000,030,005,臺北市,大安區,仁愛里,3,吳蕙君,女,64,無
村里長,63,000,030,005,臺北市,大安區,仁愛里,4,朱東文,男,66,無
村里長,63,000,030,006,臺北市,大安區,義村里,1,潘明勲,男,70,中國國民黨
村里長,63,000,030,006,臺北市,大安區,義村里,2,陳雅娟,女,59,無
村里長,63,000,030,006,臺北市,大安區,義村里,3,席蕊婷,女,30,無
村里長,63,000,030,007,臺北市,大安區,民輝里,1,陳威禎,男,58,無
村里長,63,000,030,007,臺北市,大安區,民輝里,2,陳桓浩,男,75,無
村里長,63,000,030,008,臺北市,大安區,昌隆里,1,王志剛,男,56,中國國民黨
村里長,63,000,030,009,臺北市,大安區,誠安里,1,李有福,男,65,無
村里長,63,000,030,010,臺北市,大安區,光武里,1,韓修和,男,46,無
村里長,63,000,030,011,臺北市,大安區,龍坡里,1,黃世詮,男,54,中國國民黨
村里長,63,000,030,012,臺北市,大安區,龍泉里,1,龎維良,男,48,無
村里長,63,000,030,013,臺北市,大安區,古風里,1,彭仁鈺,男,57,無
村里長,63,000,030,013,臺北市,大安區,古風里,2,孔憲娟,女,61,中國國民黨
村里長,63,000,030,014,臺北市,大安區,古莊里,1,劉泓麟,男,52,中國國民黨
村里長,63,000,030,014,臺北市,大安區,古莊里,2,吳宗雄,男,60,無
村里長,63,000,030,015,臺北市,大安區,龍安里,1,洪秋甲,男,66,中國國民黨
村里長,63,000,030,016,臺北市,大安區,錦安里,1,龔志慧,女,67,中國國民黨
村里長,63,000,030,016,臺北市,大安區,錦安里,2,黃志焜,男,58,無
村里長,63,000,030,017,臺北市,大安區,福住里,1,李欣芠,女,68,無
村里長,63,000,030,018,臺北市,大安區,永康里,1,劉大薇,女,44,無
村里長,63,000,030,018,臺北市,大安區,永康里,2,徐玉雄,男,54,無
村里長,63,000,030,018,臺北市,大安區,永康里,3,顏意珍,男,44,無
村里長,63,000,030,018,臺北市,大安區,永康里,4,李明螢,女,62,中國國民黨
村里長,63,000,030,019,臺北市,大安區,光明里,1,張美霞,女,60,無
村里長,63,000,030,019,臺北市,大安區,光明里,2,張惠銓,男,76,中國國民黨
村里長,63,000,030,020,臺北市,大安區,錦泰里,1,范燕淇,男,72,無
村里長,63,000,030,020,臺北市,大安區,錦泰里,2,蔡燕卿,女,60,中國國民黨
村里長,63,000,030,021,臺北市,大安區,錦華里,1,温源衡,男,84,無
村里長,63,000,030,021,臺北市,大安區,錦華里,2,溫美珠,女,59,無
村里長,63,000,030,022,臺北市,大安區,龍圖里,1,許順煌,男,54,無
村里長,63,000,030,022,臺北市,大安區,龍圖里,2,邱瑞文,男,45,無
村里長,63,000,030,022,臺北市,大安區,龍圖里,3,蕭萬居,男,64,中國國民黨
村里長,63,000,030,023,臺北市,大安區,新龍里,1,李淑梅,女,62,中國國民黨
村里長,63,000,030,023,臺北市,大安區,新龍里,2,盧復國,男,66,無
村里長,63,000,030,026,臺北市,大安區,龍陣里,1,簡呈安,女,46,中國國民黨
村里長,63,000,030,026,臺北市,大安區,龍陣里,2,游菊英,女,65,無
村里長,63,000,030,026,臺北市,大安區,龍陣里,3,曾珮綺,女,51,無
村里長,63,000,030,027,臺北市,大安區,龍雲里,1,黃廣明,男,71,中國國民黨
村里長,63,000,030,027,臺北市,大安區,龍雲里,2,許中令,男,60,無
村里長,63,000,030,027,臺北市,大安區,龍雲里,3,范瑞珠,女,61,無
村里長,63,000,030,028,臺北市,大安區,龍生里,1,沈鳳雲,男,69,中國國民黨
村里長,63,000,030,029,臺北市,大安區,住安里,1,歐秀珠,女,61,中國國民黨
村里長,63,000,030,030,臺北市,大安區,義安里,1,劉威志,男,45,中國國民黨
村里長,63,000,030,030,臺北市,大安區,義安里,2,彭麗美,女,71,無
村里長,63,000,030,031,臺北市,大安區,通化里,1,黃春風,男,61,無
村里長,63,000,030,031,臺北市,大安區,通化里,2,周進財,男,60,中國國民黨
村里長,63,000,030,032,臺北市,大安區,通安里,1,邢紀藩,男,57,無
村里長,63,000,030,032,臺北市,大安區,通安里,2,鄭文明,男,62,中國國民黨
村里長,63,000,030,032,臺北市,大安區,通安里,3,鄭水波,男,62,無
村里長,63,000,030,033,臺北市,大安區,臨江里,1,劉勇雄,男,54,無
村里長,63,000,030,034,臺北市,大安區,法治里,1,林佩燕,女,56,中國國民黨
村里長,63,000,030,034,臺北市,大安區,法治里,2,黃博洋,男,63,無
村里長,63,000,030,035,臺北市,大安區,全安里,1,連馬世驍,男,60,無
村里長,63,000,030,035,臺北市,大安區,全安里,2,林麗珠,女,71,中國國民黨
村里長,63,000,030,036,臺北市,大安區,群賢里,1,翁鴻源,男,61,無
村里長,63,000,030,037,臺北市,大安區,群英里,1,石忠勝,男,69,中國國民黨
村里長,63,000,030,038,臺北市,大安區,虎嘯里,1,詹仲琪,男,60,中國國民黨
村里長,63,000,030,039,臺北市,大安區,臥龍里,1,邱奕承,男,32,無
村里長,63,000,030,040,臺北市,大安區,龍淵里,1,汪吉秋,男,69,中國國民黨
村里長,63,000,030,041,臺北市,大安區,龍門里,1,黃絹家,女,59,中國國民黨
村里長,63,000,030,043,臺北市,大安區,大學里,1,吳沛璇,女,58,中國國民黨
村里長,63,000,030,043,臺北市,大安區,大學里,2,何承翰,男,39,無
村里長,63,000,030,044,臺北市,大安區,芳和里,1,陳明達,男,66,無
村里長,63,000,030,044,臺北市,大安區,芳和里,2,黃正浪,男,59,中國國民黨
村里長,63,000,030,046,臺北市,大安區,黎元里,1,柯邱素鑾,女,71,中國國民黨
村里長,63,000,030,046,臺北市,大安區,黎元里,2,楊志賢,男,65,無
村里長,63,000,030,046,臺北市,大安區,黎元里,3,蘇偉彬,男,67,無
村里長,63,000,030,047,臺北市,大安區,黎孝里,1,方丁輝,男,54,中國國民黨
村里長,63,000,030,048,臺北市,大安區,黎和里,1,李啟宏,男,45,中國國民黨
村里長,63,000,030,048,臺北市,大安區,黎和里,2,陳水河,男,55,無
村里長,63,000,030,049,臺北市,大安區,建安里,1,溫志維,男,40,中國國民黨
村里長,63,000,030,049,臺北市,大安區,建安里,2,馮國珍,男,61,無
村里長,63,000,030,050,臺北市,大安區,建倫里,1,林正達,男,45,中國國民黨
村里長,63,000,030,051,臺北市,大安區,敦安里,1,王復,男,61,無
村里長,63,000,030,051,臺北市,大安區,敦安里,2,王瑞泰,男,68,無
村里長,63,000,030,052,臺北市,大安區,正聲里,1,陳秀蘭,女,74,中國國民黨
村里長,63,000,030,052,臺北市,大安區,正聲里,2,江秀華,女,62,無
村里長,63,000,030,053,臺北市,大安區,敦煌里,1,施錦泉,男,63,無
村里長,63,000,030,053,臺北市,大安區,敦煌里,2,傅吉田,男,63,中國國民黨
村里長,63,000,030,054,臺北市,大安區,華聲里,1,陳金花,女,67,無
村里長,63,000,030,055,臺北市,大安區,車層里,1,施桂英,女,68,無
村里長,63,000,030,055,臺北市,大安區,車層里,2,戴量,男,58,無
村里長,63,000,030,055,臺北市,大安區,車層里,3,李易儒,男,43,中國國民黨
村里長,63,000,030,056,臺北市,大安區,光信里,1,楊珮菱,女,74,無
村里長,63,000,030,056,臺北市,大安區,光信里,2,朱惟義,男,63,無
村里長,63,000,030,056,臺北市,大安區,光信里,3,許中裕,男,45,無
村里長,63,000,030,056,臺北市,大安區,光信里,4,游季穎,女,49,中國國民黨
村里長,63,000,030,057,臺北市,大安區,學府里,1,李淳琳,女,70,中國國民黨
村里長,63,000,030,057,臺北市,大安區,學府里,2,林慧瑜,女,58,無
村里長,63,000,040,001,臺北市,中山區,正守里,1,陳育群,男,57,無
村里長,63,000,040,001,臺北市,中山區,正守里,2,范秀卿,女,62,無
村里長,63,000,040,002,臺北市,中山區,正義里,1,黃永進,男,66,青年陽光黨
村里長,63,000,040,002,臺北市,中山區,正義里,2,李志勇,男,53,中國國民黨
村里長,63,000,040,002,臺北市,中山區,正義里,3,王明明,男,67,民主進步黨
村里長,63,000,040,003,臺北市,中山區,正得里,1,吳美瑩,女,49,無
村里長,63,000,040,003,臺北市,中山區,正得里,2,吳蘇秀霞,女,76,無
村里長,63,000,040,003,臺北市,中山區,正得里,3,王美玉,女,63,無
村里長,63,000,040,004,臺北市,中山區,民安里,1,陳皆樺,男,23,中華民族致公黨
村里長,63,000,040,004,臺北市,中山區,民安里,2,王俊堯,男,39,無
村里長,63,000,040,004,臺北市,中山區,民安里,3,羅孝英,女,60,無
村里長,63,000,040,005,臺北市,中山區,康樂里,1,王金富,男,74,無
村里長,63,000,040,006,臺北市,中山區,中山里,1,林松賓,男,72,無
村里長,63,000,040,006,臺北市,中山區,中山里,2,曾瓊梅,女,56,無
村里長,63,000,040,007,臺北市,中山區,聚盛里,1,舒贑臺,男,68,中國國民黨
村里長,63,000,040,008,臺北市,中山區,集英里,1,劉尚恩,男,45,中國國民黨
村里長,63,000,040,008,臺北市,中山區,集英里,2,賴政庸,男,66,民主進步黨
村里長,63,000,040,009,臺北市,中山區,聚葉里,1,趙李英記,男,64,無
村里長,63,000,040,009,臺北市,中山區,聚葉里,2,游啟業,男,58,無
村里長,63,000,040,010,臺北市,中山區,恆安里,1,黃志昌,男,49,無
村里長,63,000,040,010,臺北市,中山區,恆安里,2,朱明濱,男,64,無
村里長,63,000,040,011,臺北市,中山區,晴光里,1,張芊卉,女,32,無
村里長,63,000,040,011,臺北市,中山區,晴光里,2,林姿吟,女,41,無
村里長,63,000,040,012,臺北市,中山區,圓山里,1,葉建輝,男,56,中國國民黨
村里長,63,000,040,013,臺北市,中山區,劍潭里,1,王迎珠,女,68,中國國民黨
村里長,63,000,040,013,臺北市,中山區,劍潭里,2,鄭秋明,男,57,無
村里長,63,000,040,013,臺北市,中山區,劍潭里,3,王廣漢,男,62,無
村里長,63,000,040,013,臺北市,中山區,劍潭里,4,黃開芳,女,59,無
村里長,63,000,040,014,臺北市,中山區,大直里,1,蔡俊賢,男,65,無
村里長,63,000,040,014,臺北市,中山區,大直里,2,曹邦全,男,46,無
村里長,63,000,040,015,臺北市,中山區,成功里,1,李清水,男,71,中國國民黨
村里長,63,000,040,016,臺北市,中山區,永安里,1,唐楷瀚,男,33,無
村里長,63,000,040,016,臺北市,中山區,永安里,2,郭怡廷,女,66,無
村里長,63,000,040,016,臺北市,中山區,永安里,3,劉春長,男,75,無
村里長,63,000,040,017,臺北市,中山區,大佳里,1,莊欽億,男,57,民主進步黨
村里長,63,000,040,018,臺北市,中山區,新喜里,1,吳昇陽,男,61,民主進步黨
村里長,63,000,040,019,臺北市,中山區,新庄里,1,鄧麗珠,女,61,無
村里長,63,000,040,019,臺北市,中山區,新庄里,2,詹坤鑑,男,68,無
村里長,63,000,040,020,臺北市,中山區,新福里,1,童勝輝,男,60,無
村里長,63,000,040,021,臺北市,中山區,松江里,1,林泰宏,男,63,無
村里長,63,000,040,021,臺北市,中山區,松江里,2,蔣築諠,女,57,中國國民黨
村里長,63,000,040,022,臺北市,中山區,新生里,1,郭卜瑞,女,68,無
村里長,63,000,040,022,臺北市,中山區,新生里,2,曾國益,男,55,中國國民黨
村里長,63,000,040,023,臺北市,中山區,中庄里,1,陳建中,男,49,民主進步黨
村里長,63,000,040,023,臺北市,中山區,中庄里,2,陳子宇,男,44,無
村里長,63,000,040,024,臺北市,中山區,行政里,1,李福順,男,56,民主進步黨
村里長,63,000,040,024,臺北市,中山區,行政里,2,鄭春華,男,71,中國國民黨
村里長,63,000,040,025,臺北市,中山區,行仁里,1,李珮琬,女,56,中國國民黨
村里長,63,000,040,025,臺北市,中山區,行仁里,2,陳德賢,男,60,無
村里長,63,000,040,026,臺北市,中山區,行孝里,1,張哲瑋,男,43,無
村里長,63,000,040,026,臺北市,中山區,行孝里,2,呂勗淇,男,57,民主進步黨
村里長,63,000,040,026,臺北市,中山區,行孝里,3,梁永辰,女,63,無
村里長,63,000,040,027,臺北市,中山區,下埤里,1,林泓佐,男,65,民主進步黨
村里長,63,000,040,027,臺北市,中山區,下埤里,2,施士凱,男,53,中國國民黨
村里長,63,000,040,028,臺北市,中山區,江寧里,1,徐信洲,男,60,無
村里長,63,000,040,029,臺北市,中山區,江山里,1,劉陽劍,男,68,中國國民黨
村里長,63,000,040,029,臺北市,中山區,江山里,2,高海傑,男,43,民主進步黨
村里長,63,000,040,030,臺北市,中山區,中吉里,1,林德勝,男,65,民主進步黨
村里長,63,000,040,030,臺北市,中山區,中吉里,2,羅素蘭,女,73,無
村里長,63,000,040,030,臺北市,中山區,中吉里,3,楊勝智,男,49,無
村里長,63,000,040,031,臺北市,中山區,中原里,1,羅崇華,女,64,無
村里長,63,000,040,032,臺北市,中山區,興亞里,1,林芳薇,女,68,中國國民黨
村里長,63,000,040,033,臺北市,中山區,中央里,1,李陳金綉,女,68,中國國民黨
村里長,63,000,040,033,臺北市,中山區,中央里,2,高斯洋,男,39,民主進步黨
村里長,63,000,040,033,臺北市,中山區,中央里,3,蔡治永,男,39,無
村里長,63,000,040,034,臺北市,中山區,朱馥里,1,莊錦龍,男,72,無
村里長,63,000,040,034,臺北市,中山區,朱馥里,2,卓志勇,男,46,中國國民黨
村里長,63,000,040,035,臺北市,中山區,龍洲里,1,陳世明,男,76,中國國民黨
村里長,63,000,040,035,臺北市,中山區,龍洲里,2,張新郎,男,66,無
村里長,63,000,040,036,臺北市,中山區,朱園里,1,李林耀,男,67,無
村里長,63,000,040,036,臺北市,中山區,朱園里,2,孫志忠,男,44,民主進步黨
村里長,63,000,040,037,臺北市,中山區,埤頭里,1,黃基淋,男,46,中國國民黨
村里長,63,000,040,037,臺北市,中山區,埤頭里,2,陳熙堃,男,59,無
村里長,63,000,040,037,臺北市,中山區,埤頭里,3,籃啓仁,男,26,民主進步黨
村里長,63,000,040,038,臺北市,中山區,朱崙里,1,高銘鴻,男,64,中國國民黨
村里長,63,000,040,039,臺北市,中山區,力行里,1,施鈞堡,男,56,無
村里長,63,000,040,039,臺北市,中山區,力行里,2,沈銀德,男,80,無
村里長,63,000,040,040,臺北市,中山區,復華里,1,林家杰,男,42,中國民眾黨
村里長,63,000,040,040,臺北市,中山區,復華里,2,黃展輝,男,70,中國國民黨
村里長,63,000,040,040,臺北市,中山區,復華里,3,陳敬儒,男,65,無
村里長,63,000,040,040,臺北市,中山區,復華里,4,陳軍豪,男,23,無
村里長,63,000,040,040,臺北市,中山區,復華里,5,張旭輝,男,60,無
村里長,63,000,040,040,臺北市,中山區,復華里,6,吳碧珠,女,60,無
村里長,63,000,040,041,臺北市,中山區,金泰里,1,林應誠,男,46,無
村里長,63,000,040,041,臺北市,中山區,金泰里,2,游進義,男,56,無
村里長,63,000,040,042,臺北市,中山區,北安里,1,陳小康,男,57,無
村里長,63,000,040,042,臺北市,中山區,北安里,2,陳永忠,男,78,無
村里長,63,000,050,001,臺北市,中正區,水源里,1,林全義,男,68,中國國民黨
村里長,63,000,050,002,臺北市,中正區,富水里,1,陳麗真,女,70,中國國民黨
村里長,63,000,050,003,臺北市,中正區,文盛里,1,温紹宏,男,78,中國國民黨
村里長,63,000,050,003,臺北市,中正區,文盛里,2,林俊民,男,55,無
